Item,Type,Date,Document Number,Description,Qty. Sold,Sales Price,Revenue,Address: Billing Address State,Customer/Project: Company Name
,Invoice,4/22/2019,INV18360,"Audio Enhancement XDSolo Speaker System with Bluetooth  1200-0517: Speaker, XD SoloSolution v2, Portable, 1 each  3100-0601: Mic, AE, XD Teardrop, STD14, 1 each  3110-0012: Charger, Dual USB Wall Mount Charger Block, for XD Mics, 1 each  3120-0006: Battery Li-iON Battery Pack, 3.7V 700 mAh 2.6 Wh for XD Mics, 1 each  3210-0083: Cable, 15', 3.5 to 3.5 M/M, w/ Low Profile Connectors, CMG Rated, 40106, 1 each  3210-0206: Cable, 6', USB 2.0 A Male to Micro-USB B Male, for XD Mics, 1 each",2,"$1,295.00","$2,590.00",AZ,Buckeye Elementary School District
,,,,,,,,,
,,,,,,,,,
,Invoice,5/20/2019,INV18423,"BoxLight MIMIOFRAME - Whiteboard Frame (86"" diagonal, 16:10), 10 touch",25,$899.00,"$22,475.00",CA,Aliso Viejo Christian School
,Invoice,5/20/2019,INV18423,MimioView 340H Document Camera,25,$399.00,"$9,975.00",CA,Aliso Viejo Christian School
,Invoice,11/7/2019,INV18873,"1300-1215 Cable, 7', Cat6, Plenum Rated  3000-0473 Amp, CA-60  3000-0600 Sensor, XD Receiver, SRC14  3010-0103 Power Supply, Wall Mount 24VDC 2A  3100-0601 Mic, AE, XD Teardrop, STD14  3100-0650 Mic, XD Handheld, SHH14,  3110-0012 Charger, Dual USB Wall Mount Charger Block, for XD Mics  3120-0006 Battery Li-iON Battery Pack, 3.7V 700 mAh 2.6 Wh for XD Mics  3200-0002 Cable, 75', Speaker Wire, Plenum Rated  3200-0003 Cable, 50', Speaker Wire, Plenum Rated  3210-0104 Cable, 15',Plenum Power cable w/2 Spade Lugs to bare wires- use w/3010-0103- for CA-60  3210-0206 Cable, 6', USB 2.0 A Male to Micro-USB B Male, for XD Mics  3300-0003 Speaker, Wall, WS-09",17,$975.00,"$16,575.00",CA,Anacortes School District 103
,Invoice,11/7/2019,INV18873,"Audio Enhancement Sentinel XD System Pal - no speakers 3010-0103 Power Supply 24VDC, 2A 3000-0473 Amp, CA-60  3210-0104 Cable, 15' plenum power cable w/ 2 spade lugs (use with 3010-0103) 1300-2103 Cable, 3' Cat6 w/ molded boot, non-plenum 3000-0600 Sensor, XD Receiver, SRC14 3100-0601 Mic, AE, XD Teardrop, STD14 3100-0650 Mic, XS Handheld, SHH14 3210-0206 6' Cable, USB 2.0 A male to Micro-USB B Male for XD Mics (2 each) 3110-0012 Charger, Dual USB Wall mount charger block for XD Mics  3120-0006 Batter Li-iON Battery Pack, 3.7V, 700 mAh 2.6 Wh for XD Microphones",90,$975.00,"$87,750.00",CA,Anacortes School District 103
,Invoice,11/7/2019,INV18874,"BoxLight MimioClarity Large Clsrm - 4 cut in ceiling speakers: Classroom A (AMP, teacher mic, student mic,",8,$0.00,$0.00,CA,Anacortes School District 103
,Credit Memo,11/7/2019,446,"BoxLight MimioClarity Large Clsrm - 4 cut in ceiling speakers: Classroom A (AMP, teacher mic, student mic,",-8,$0.00,$0.00,CA,Anacortes School District 103
,Invoice,8/29/2019,INV18691,"BoxLight MimioClarity Large Clsrm - 4 cut in ceiling speakers: Classroom A (AMP, teacher mic, student mic, TS Classroom 1 x 2 speaker kit (2 speakers)",107,$975.00,"$104,325.00",CA,Anacortes School District 103
,Credit Memo,11/7/2019,445,"BoxLight MimioClarity Large Clsrm - 4 cut in ceiling speakers: Classroom A (AMP, teacher mic, student mic, TS Classroom 1 x 2 speaker kit (2 speakers)",-107,$975.00,"-$104,325.00",CA,Anacortes School District 103
,Invoice,5/13/2019,INV18407,"BoxLight Procolor 75"" Interactive Flat Panel Ultra High Def 4k resolution with Android, Free Mimio Studio Software, Panel 5 year warranty.   Pricing valid for 100 plus units  Reference: DIGITALEDGE CONTRACT #ESD112-DE-16AS State Contract Price: $5499",115,"$2,525.00","$290,375.00",CA,Anacortes School District 103
,Invoice,6/27/2019,INV18509,"Delivery, Installation, Assembly, Garbage Removal for BL 752U Interactive Panel  on fixed wall mount(85) and Copernicus Cart(25) and  (qty.115) cable whip with 15' HDMI, USB, USB-C and cable sock. 15' Surge Protector  Includes:  15' HDMI 15' USB 15' USB-C to HDMI 15' Cable Sock 15' Surge Protector  ACT Hourly Rate is $85 per hour for this project.   KCDA -Bid #17-053 Integrated Technology      State Contract Services Rate: $125 per hour",61,$650.00,"$39,650.00",CA,Anacortes School District 103
,Invoice,7/17/2019,INV18540,"Delivery, Installation, Assembly, Garbage Removal for BL 752U Interactive Panel  on fixed wall mount(85) and Copernicus Cart(25) and  (qty.115) cable whip with 15' HDMI, USB, USB-C and cable sock. 15' Surge Protector  Includes:  15' HDMI 15' USB 15' USB-C to HDMI 15' Cable Sock 15' Surge Protector  ACT Hourly Rate is $85 per hour for this project.   KCDA -Bid #17-053 Integrated Technology      State Contract Services Rate: $125 per hour",38,$650.00,"$24,700.00",CA,Anacortes School District 103
,Invoice,10/29/2019,INV18851,"Delivery, Installation, Assembly, Garbage Removal for BL 752U Interactive Panel  on fixed wall mount(85) and Copernicus Cart(25) and  (qty.115) cable whip with 15' HDMI, USB, USB-C and cable sock. 15' Surge Protector  Includes:  15' HDMI 15' USB 15' USB-C to HDMI 15' Cable Sock 15' Surge Protector  ACT Hourly Rate is $85 per hour for this project.   KCDA -Bid #17-053 Integrated Technology      State Contract Services Rate: $125 per hour",11,$650.00,"$7,150.00",CA,Anacortes School District 103
,Invoice,10/29/2019,INV18851,Drop Tile Classroom Audio Installation: Installation of Classroom Audio System with 4 Ceiling speakers. Includes all cabling and 12' of Surface Raceway and fittings from Ceiling to Amp location.  ACT Hourly Rate is $85 per hour for this project.  KCDA -Bid #17-053 Integrated Technology      State Contract Services Rate: $125 per hour,57,$340.00,"$19,380.00",CA,Anacortes School District 103
,Invoice,10/29/2019,INV18851,Hard Lid Classroom Audio Installation: Installation of Classroom Audio System with 4 wall speakers. Includes all cabling and 12' of Surface Raceway and fittings from Ceiling to Amp location.  Please note audio cables running will be secured to the wall and run to individual speakers. Surface mount raceway will only be used to run to amplifier location.       ACT Hourly Rate is $85 per hour for this project.   KCDA -Bid #17-053 Integrated Technology      State Contract Services Rate: $125 per hour,50,$440.00,"$22,000.00",CA,Anacortes School District 103
,Invoice,4/29/2019,INV18377,iRover²™ for Interactive Flat Panels 500 IROVER 300/500:  Pricing  valid for 25 plus units  Reference: DIGITALEDGE CONTRACT #ESD112-DE-16AS State Contract Price: $1249,25,"$1,060.00","$26,500.00",CA,Anacortes School District 103
,Invoice,5/13/2019,INV18407,MimioView 340H Document Camera  Pricing Valid for 50 plus units  Reference: DIGITALEDGE CONTRACT #ESD112-DE-16AS State Contract Price: $498.75,60,$299.00,"$17,940.00",CA,Anacortes School District 103
,Invoice,7/19/2019,INV18543,MimioView 340H Document Camera  Pricing Valid for 50 plus units  Reference: DIGITALEDGE CONTRACT #ESD112-DE-16AS State Contract Price: $498.75,55,$299.00,"$16,445.00",CA,Anacortes School District 103
,Invoice,12/23/2019,INV18970,"1300-1215 Cable, 7', Cat6, Plenum Rated  3000-0473 Amp, CA-60  3000-0600 Sensor, XD Receiver, SRC14  3010-0103 Power Supply, Wall Mount 24VDC 2A  3100-0601 Mic, AE, XD Teardrop, STD14  3100-0650 Mic, XD Handheld, SHH14,  3110-0012 Charger, Dual USB Wall Mount Charger Block, for XD Mics  3120-0006 Battery Li-iON Battery Pack, 3.7V 700 mAh 2.6 Wh for XD Mics  3200-0002 Cable, 75', Speaker Wire, Plenum Rated  3200-0003 Cable, 50', Speaker Wire, Plenum Rated  3210-0104 Cable, 15',Plenum Power cable w/2 Spade Lugs to bare wires- use w/3010-0103- for CA-60  3210-0206 Cable, 6', USB 2.0 A Male to Micro-USB B Male, for XD Mics  3300-0003 Speaker, Wall, WS-09",7,"$1,450.00","$10,150.00",CA,Antelope Valley High School District
,Invoice,12/17/2019,INV18953,"1300-2103 Cable, 3', Cat6, w/Molded Boot, Non-Plenum, Black 1  3000-0473 Amp, CA-60 1  3000-0600 Sensor, AE Logo, XD Receiver, SRC14 1  3010-0103 Power Supply, Wall Mount 24VDC 2A 1  3100-0601 Mic, AE, XD Teardrop, STD14 1 3100-0650 Mic, XD Handheld, SHH14, 1  3110-0012 Charger, Dual USB Wall Mount Charger Block, for XD Mics 1  3120-0006 Battery Li-iON Battery Pack, 3.7V 700 mAh 2.6 Wh for XD Mics 2  3200-0002 Cable, 75', Speaker Wire, Plenum Rated 1  3200-0003 Cable, 50', Speaker Wire, Plenum Rated 1  3210-0075 Cable, 35', 3.5 to 3.5 M/M Low Profile, 40517, Plenum Rated, Shielded 1  3210-0104 Cable, 15',Plenum Power cable w/2 Spade Lugs to bare wires- use w/3010-0103- for CA-60 1  3210-0206 Cable, 6', USB 2.0 A Male to Micro-USB B Male, for XD Mics 2  3300-0043 Tile Bridge, CS-12 4  3300-0044 Speaker, CS-12, Ceiling Speaker, Plenum Rated Back Can 4",2,"$1,450.00","$2,900.00",CA,Antelope Valley High School District
,Invoice,12/17/2019,INV18955,"1300-2103 Cable, 3', Cat6, w/Molded Boot, Non-Plenum, Black 1  3000-0473 Amp, CA-60 1  3000-0600 Sensor, AE Logo, XD Receiver, SRC14 1  3010-0103 Power Supply, Wall Mount 24VDC 2A 1  3100-0601 Mic, AE, XD Teardrop, STD14 1 3100-0650 Mic, XD Handheld, SHH14, 1  3110-0012 Charger, Dual USB Wall Mount Charger Block, for XD Mics 1  3120-0006 Battery Li-iON Battery Pack, 3.7V 700 mAh 2.6 Wh for XD Mics 2  3200-0002 Cable, 75', Speaker Wire, Plenum Rated 1  3200-0003 Cable, 50', Speaker Wire, Plenum Rated 1  3210-0075 Cable, 35', 3.5 to 3.5 M/M Low Profile, 40517, Plenum Rated, Shielded 1  3210-0104 Cable, 15',Plenum Power cable w/2 Spade Lugs to bare wires- use w/3010-0103- for CA-60 1  3210-0206 Cable, 6', USB 2.0 A Male to Micro-USB B Male, for XD Mics 2  3300-0043 Tile Bridge, CS-12 4  3300-0044 Speaker, CS-12, Ceiling Speaker, Plenum Rated Back Can 4",11,"$1,450.00","$15,950.00",CA,Antelope Valley High School District
,Invoice,12/23/2019,INV18970,"1300-2103 Cable, 3', Cat6, w/Molded Boot, Non-Plenum, Black 1  3000-0473 Amp, CA-60 1  3000-0600 Sensor, AE Logo, XD Receiver, SRC14 1  3010-0103 Power Supply, Wall Mount 24VDC 2A 1  3100-0601 Mic, AE, XD Teardrop, STD14 1 3100-0650 Mic, XD Handheld, SHH14, 1  3110-0012 Charger, Dual USB Wall Mount Charger Block, for XD Mics 1  3120-0006 Battery Li-iON Battery Pack, 3.7V 700 mAh 2.6 Wh for XD Mics 2  3200-0002 Cable, 75', Speaker Wire, Plenum Rated 1  3200-0003 Cable, 50', Speaker Wire, Plenum Rated 1  3210-0075 Cable, 35', 3.5 to 3.5 M/M Low Profile, 40517, Plenum Rated, Shielded 1  3210-0104 Cable, 15',Plenum Power cable w/2 Spade Lugs to bare wires- use w/3010-0103- for CA-60 1  3210-0206 Cable, 6', USB 2.0 A Male to Micro-USB B Male, for XD Mics 2  3300-0043 Tile Bridge, CS-12 4  3300-0044 Speaker, CS-12, Ceiling Speaker, Plenum Rated Back Can 4",10,"$1,450.00","$14,500.00",CA,Antelope Valley High School District
,Invoice,12/23/2019,INV18971,"1300-2103 Cable, 3', Cat6, w/Molded Boot, Non-Plenum, Black 1  3000-0473 Amp, CA-60 1  3000-0600 Sensor, AE Logo, XD Receiver, SRC14 1  3010-0103 Power Supply, Wall Mount 24VDC 2A 1  3100-0601 Mic, AE, XD Teardrop, STD14 1 3100-0650 Mic, XD Handheld, SHH14, 1  3110-0012 Charger, Dual USB Wall Mount Charger Block, for XD Mics 1  3120-0006 Battery Li-iON Battery Pack, 3.7V 700 mAh 2.6 Wh for XD Mics 2  3200-0002 Cable, 75', Speaker Wire, Plenum Rated 1  3200-0003 Cable, 50', Speaker Wire, Plenum Rated 1  3210-0075 Cable, 35', 3.5 to 3.5 M/M Low Profile, 40517, Plenum Rated, Shielded 1  3210-0104 Cable, 15',Plenum Power cable w/2 Spade Lugs to bare wires- use w/3010-0103- for CA-60 1  3210-0206 Cable, 6', USB 2.0 A Male to Micro-USB B Male, for XD Mics 2  3300-0043 Tile Bridge, CS-12 4  3300-0044 Speaker, CS-12, Ceiling Speaker, Plenum Rated Back Can 4",19,"$1,450.00","$27,550.00",CA,Antelope Valley High School District
,Invoice,12/17/2019,INV18952,"ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",17,"$3,999.00","$67,983.00",CA,Antelope Valley High School District
,Invoice,12/17/2019,INV18951,"ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",19,"$3,999.00","$75,981.00",CA,Antelope Valley High School District
,Invoice,12/17/2019,INV18954,"ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",3,"$3,999.00","$11,997.00",CA,Antelope Valley High School District
,Invoice,12/17/2019,INV18955,"ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",11,"$3,999.00","$43,989.00",CA,Antelope Valley High School District
,Invoice,12/17/2019,INV18953,"ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",2,"$3,999.00","$7,998.00",CA,Antelope Valley High School District
,Invoice,11/12/2019,INV18879,"ActivPanel Titanium 86"" - 4 x Pen, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",1,"$6,749.00","$6,749.00",CA,Antelope Valley High School District
,Invoice,10/7/2019,INV18798,"AE Charger, Dual USB Wall Mount Charger Block, for XD Microphones",1,$16.00,$16.00,CA,Antelope Valley High School District
,Invoice,10/7/2019,INV18798,"AE Microphone XD Handheld Mic Kit - includes HH mic, 1 LiON Battery, USB Cable (KIT)",1,$195.00,$195.00,CA,Antelope Valley High School District
,Invoice,10/7/2019,INV18798,"AE Microphone XD Teacher Mic Kit - includes Pendant mic, 1LiON Battery, USB PS & Cable (KIT)",1,$195.00,$195.00,CA,Antelope Valley High School District
,Invoice,12/5/2019,INV18925,"Installation of (1) 86” Promethean ActivPanel, Integrate into existing audio system and mirror existing TVs. All cabling and raceway included.    ***AVUHSD DO Board Room*****  **DigitalEdge Contract #ESD112-DE-16A**",1,"$1,000.00","$1,000.00",CA,Antelope Valley High School District
,Invoice,12/17/2019,INV18953,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,2,$49.99,$99.98,CA,Antelope Valley High School District
,Invoice,12/17/2019,INV18955,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,11,$49.99,$549.89,CA,Antelope Valley High School District
,Invoice,12/23/2019,INV18970,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,17,$49.99,$849.83,CA,Antelope Valley High School District
,Invoice,12/23/2019,INV18971,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,19,$49.99,$949.81,CA,Antelope Valley High School District
,Invoice,12/5/2019,INV18925,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,1,$79.99,$79.99,CA,Antelope Valley High School District
,Invoice,12/17/2019,INV18955,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,11,$79.99,$879.89,CA,Antelope Valley High School District
,Invoice,12/23/2019,INV18970,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,17,$79.99,"$1,359.83",CA,Antelope Valley High School District
,Invoice,12/23/2019,INV18971,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,19,$79.99,"$1,519.81",CA,Antelope Valley High School District
,Invoice,11/12/2019,INV18879,Promethean Chromebox,1,$349.00,$349.00,CA,Antelope Valley High School District
,Invoice,12/23/2019,INV18970,Promethean Chromebox,17,$349.00,"$5,933.00",CA,Antelope Valley High School District
,Invoice,12/23/2019,INV18971,Promethean Chromebox,19,$349.00,"$6,631.00",CA,Antelope Valley High School District
,Invoice,11/11/2019,INV18877,iRover2 mobile cart for Interactive Flat Panels,2,"$1,175.00","$2,350.00",CA,Bakersfield City School District
,Invoice,4/4/2019,INV18330,"ActivSlate/ActivBoard power supply unit with mains lead (power cable) for ActivSlate 2.4, 100 and 300 Range ActivBoards; not compatible with ActivSlate 60",1,$54.00,$54.00,CA,Bret Harte Union High School District
,Invoice,4/24/2019,INV18362,BenQ MX723 Projector Lamp Module,2,$140.00,$280.00,CA,Bret Harte Union High School District
,Invoice,4/24/2019,INV18362,BenQ MX816ST Replacement Lamp,2,$149.00,$298.00,CA,Bret Harte Union High School District
,Invoice,5/7/2019,INV18394,BoxLight Cambridge X37NST Projector XGA short-throw. 3700-lumens. (wireless optional),1,$799.00,$799.00,CA,Bret Harte Union High School District
,Invoice,5/7/2019,INV18392,NEC NP18LP Projector lamp,1,$105.00,$105.00,CA,Bret Harte Union High School District
,Invoice,5/7/2019,INV18394,"Wall Mount-U-Cam for Cambridge X37NST, WX33NST and P9 WX33NST, 49"" (up to) short-throw wall mount includes universal projector mount with gear adjustments, includes extended legs for Cambridge Short Throw Projectors",1,$249.00,$249.00,CA,Bret Harte Union High School District
,Invoice,6/20/2019,INV18489,"ACT Professional Assembly, Installation, Configuration and Cable Management of Titanium Panel and Mobile Cart.",1,$650.00,$650.00,CA,Calexico High School
,Invoice,6/11/2019,INV18456,"ActivPanel Titanium 86"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",1,"$6,849.00","$6,849.00",CA,Calexico High School
,Invoice,6/20/2019,INV18489,"mobile height adjustable stand with 20"" vertical adjustment. 2-way switch included.",1,"$1,200.00","$1,200.00",CA,Calexico High School
,Invoice,5/30/2019,INV18438,"PadCaster Studio - compatible with iPad 9.7 (6th Gen, 5th Gen, Pro 9.7, Air and Air2)  Includes: Padcaster Case; Unidirectional Microphone Kit; Stick Microphone Kit; Lavalier Microphone Kit; Dual Microphone/Headphone Splitter; Multi-function Wide Angle/Macro Lens Telephoto Lens; Fluid Head; Tripod/Monopod; Tripod Dolly Wheels; LED Light; 5’x7’ portable Green Screen with carry case and stand; Parrot Teleprompter with bluetooth; Remote Control and Cleaning Kit; Light-blocking Supershade; Padded Camera Backpack",2,"$1,599.00","$3,198.00",CA,Calexico High School
,Invoice,5/16/2019,INV18409,Padcaster Parrot Teleprompter Kit,1,$139.00,$139.00,CA,Calexico Unified School District
,Invoice,5/16/2019,INV18409,Padcaster Starter Kit - iPad 9 .7,1,$689.00,$689.00,CA,Calexico Unified School District
,Invoice,6/20/2019,INV18492,"PadCaster Studio - compatible with iPad 9.7 (6th Gen, 5th Gen, Pro 9.7, Air and Air2)  Includes: Padcaster Case; Unidirectional Microphone Kit; Stick Microphone Kit; Lavalier Microphone Kit; Dual Microphone/Headphone Splitter; Multi-function Wide Angle/Macro Lens Telephoto Lens; Fluid Head; Tripod/Monopod; Tripod Dolly Wheels; LED Light; 5’x7’ portable Green Screen with carry case and stand; Parrot Teleprompter with bluetooth; Remote Control and Cleaning Kit; Light-blocking Supershade; Padded Camera Backpack",1,"$1,599.00","$1,599.00",CA,Calexico Unified School District
,Invoice,3/14/2019,INV18280,ACT Certified Installation  Service scheduled for 3/18,1,$425.00,$425.00,CA,Chaffey Joint Union High School District
,Invoice,3/14/2019,INV18280,SMART Electric height adjustable mobile stand,1,"$1,499.00","$1,499.00",CA,Chaffey Joint Union High School District
,Invoice,10/8/2019,INV18802,BenQ MX819ST Replacement Lamp,6,$145.00,$870.00,CA,Chowchilla Elementary School District
,Invoice,12/23/2019,INV18968,BenQ MX819ST Replacement Lamp,4,$145.00,$580.00,CA,Chowchilla Elementary School District
,Invoice,12/23/2019,INV18969,BenQ MX819ST Replacement Lamp,6,$145.00,$870.00,CA,Chowchilla Elementary School District
,Invoice,8/29/2019,INV18674,BoxLight Cambridge X37NST Projector XGA short-throw. 3700-lumens. (wireless optional),4,$799.00,"$3,196.00",CA,Chowchilla Elementary School District
,Invoice,7/25/2019,INV18560,"BoxLight Procolor 75"" Interactive Flat Panel Ultra High Def 4k resolution with Android",1,"$2,895.00","$2,895.00",CA,Chowchilla Elementary School District
,Invoice,7/25/2019,INV18560,"BoxLight Procolor-PCMODi5 v2.0 - PC Module 15 IPC 128GBSS WiFi Bluetooth for ProColor 652U, 702U, 752U, 862U interactive flat panels. (Windows license not included)",1,$749.00,$749.00,CA,Chowchilla Elementary School District
,Invoice,8/29/2019,INV18674,BoxLight replacement lamp for Cambridge and P9 projectors.,4,$249.00,$996.00,CA,Chowchilla Elementary School District
,Invoice,12/17/2019,INV18961,Rainier Hand Control,1,$129.00,$129.00,CA,Chowchilla Elementary School District
,Invoice,5/13/2019,INV18402,Belkin BOOST UP Home Charger (12 Watt/2.4 Amp) White,50,$10.28,$514.00,CA,Christa McAuliffe Elementary
,Invoice,7/18/2019,INV18546,ACT Certified Professional Installation on Interactive Flat Panel on wall. Wall is to be cleared with no obstructions,1,$650.00,$650.00,CA,Coalinga-Huron Unified School District
,Invoice,5/30/2019,INV18436,ACT Certified Professional Installation on Interactive Flat Panel on wall. Wall is to be cleared with no obstructions,19,$650.00,"$12,350.00",CA,Coalinga-Huron Unified School District
,Invoice,7/17/2019,INV18535,ACT Certified Professional Installation on Interactive Flat Panel on wall. Wall is to be cleared with no obstructions,10,$650.00,"$6,500.00",CA,Coalinga-Huron Unified School District
,Invoice,5/30/2019,INV18436,"ActivPanel 75"" 4K with activConnect OPS-G - 2 x Pen, Vesa mount & cable pack included. ActivInspire Professional Edition available FOC.",19,"$4,199.00","$79,781.00",CA,Coalinga-Huron Unified School District
,Invoice,7/17/2019,INV18535,"ActivPanel 75"" 4K with activConnect OPS-G - 2 x Pen, Vesa mount & cable pack included. ActivInspire Professional Edition available FOC.",10,"$4,199.00","$41,990.00",CA,Coalinga-Huron Unified School District
,Invoice,7/18/2019,INV18546,"ActivPanel 75"" 4K with activConnect OPS-G - 2 x Pen, Vesa mount & cable pack included. ActivInspire Professional Edition available FOC.",1,"$4,199.00","$4,199.00",CA,Coalinga-Huron Unified School District
,Invoice,9/23/2019,INV18755,Belkin Secure Wired Keyboard for iPad with Lightning Connector,600,$38.75,"$23,250.00",CA,Coalinga-Huron Unified School District
,Invoice,12/11/2019,INV18940,Belkin Secure Wired Keyboard for iPad with Lightning Connector,77,$38.75,"$2,983.75",CA,Coalinga-Huron Unified School District
,Invoice,12/18/2019,INV18963,Belkin Secure Wired Keyboard for iPad with Lightning Connector,160,$38.75,"$6,200.00",CA,Coalinga-Huron Unified School District
,Invoice,10/31/2019,INV18860,BoxLight Cambridge X37NST Projector XGA short-throw. 3700-lumens. (wireless optional),2,$799.00,"$1,598.00",CA,Coalinga-Huron Unified School District
,Invoice,11/21/2019,INV18906,BoxLight Cambridge X37NST Projector XGA short-throw. 3700-lumens. (wireless optional),33,$799.00,"$26,367.00",CA,Coalinga-Huron Unified School District
,Invoice,2/13/2019,INV18235,Certified Installation of ActivPanel on mobile cart  Eric Pagano will install.,2,$550.00,"$1,100.00",CA,Coalinga-Huron Unified School District
,Invoice,12/5/2019,INV18926,Certified Professional Installation of Cambridge short throw projector on Vantage Point mount,35,$165.00,"$5,775.00",CA,Coalinga-Huron Unified School District
,Invoice,2/13/2019,INV18234,Certified Professional Installation of Cambridge short throw projector on Vantage Point mount,20,$165.00,"$3,300.00",CA,Coalinga-Huron Unified School District
,Invoice,6/3/2019,INV18440,De-Installation of Promethean ActivBoard 387 with BoxLight Short-Throw Projector and place in storage to be installed at a later date,9,$350.00,"$3,150.00",CA,Coalinga-Huron Unified School District
,Invoice,2/13/2019,INV18235,"Mobile Stand for Procolor panels, includes PROCOLOR-WALLMOUNT-002",2,$549.00,"$1,098.00",CA,Coalinga-Huron Unified School District
,Invoice,9/10/2019,INV18710,Re-Installation of Promethean ActivBoard 387 with BoxLight Short-Throw Projector,4,$575.00,"$2,300.00",CA,Coalinga-Huron Unified School District
,Invoice,1/14/2019,INV18173,"Replacement lamp for ECO X26N, X30N, WX32N, X27NST, X32NST, WX32NST and P7",10,$285.00,"$2,850.00",CA,Coalinga-Huron Unified School District
,Invoice,3/11/2019,INV18265,"ActivPanel 65"" 4K with ActivConnect OPS-G - 2 x Pen, Vesa mount & cable pack included. ActivInspire Professional Edition available FOC.",1,"$3,249.00","$3,249.00",CA,Desert Pathways High School
,Invoice,3/11/2019,INV18265,"ActivPanel 75"" 4K with activConnect OPS-G - 2 x Pen, Vesa mount & cable pack included. ActivInspire Professional Edition available FOC.",1,"$4,499.00","$4,499.00",CA,Desert Pathways High School
