Item,Type,Date,Document Number,Description,Qty. Sold,Sales Price,Revenue,Address: Billing Address State,Customer/Project: Company Name
,Invoice,2/6/2020,INV19039,Promethean Chromebox,2,$349.00,$698.00,CA,Antelope Valley High School District
,Invoice,2/6/2020,INV19040,Promethean Chromebox,3,$349.00,"$1,047.00",CA,Antelope Valley High School District
,Invoice,9/8/2020,INV19396,Promethean Chromebox,4,$349.00,"$1,396.00",CA,Antelope Valley High School District
,Invoice,9/22/2020,INV19430,Promethean Chromebox,4,$349.00,"$1,396.00",CA,Antelope Valley High School District
,Invoice,11/21/2020,INV19573,Promethean Fixed height mobile stand for use with ActivPanel   **PEPPM Contract 528899-123 Promethean**,16,$480.00,"$7,680.00",CA,Antelope Valley High School District
,Invoice,11/17/2020,INV19569,Promethean Fixed height mobile stand for use with ActivPanel  **PEPPM Contract 528899-123 Promethean**,9,$480.00,"$4,320.00",CA,Antelope Valley High School District
,Invoice,11/25/2020,INV19584,Promethean OPS-M (no OS preinstalled)  **PEPPM contract 528899-123 Promethean**,70,$799.00,"$55,930.00",CA,Antelope Valley High School District
,Invoice,11/17/2020,INV19569,Promethean OPS-M (no OS preinstalled)  *PEPPM contract 528899-123 Promethean**,68,$799.00,"$54,332.00",CA,Antelope Valley High School District
,Invoice,10/21/2020,INV19530,Promethean OPS-M (Win 10 IoT preinstalled)  **PEPPM contract 528899-123 Promethean**,560,$799.00,"$447,440.00",CA,Antelope Valley High School District
,Invoice,11/21/2020,INV19573,Promethean Side Mounted Laptop Shelf,16,$95.00,"$1,520.00",CA,Antelope Valley High School District
,Invoice,12/29/2020,INV19621,Promethean Side Mounted Laptop Shelf     **PEPPM Contract 528899-123 Promethean**,9,$95.00,$855.00,CA,Antelope Valley High School District
,Invoice,2/3/2020,INV19027,Quartz Hill High School - Certified Professional Integration of Activpanel and wall mount in to existing classroom infrastructure including audio system and data run from existing port.,19,"$1,100.00","$20,900.00",CA,Antelope Valley High School District
,Invoice,2/6/2020,INV19043,Rex Parris High School -  Certified Professional Integration of Activpanel and wall mount in to existing classroom infrastructure including audio system and data run from existing port.,2,"$1,100.00","$2,200.00",CA,Antelope Valley High School District
,Invoice,3/31/2020,INV19146,"ThinkCentre M920q, Intel Core i5-8500T, Windows 10 Pro 64, 8GB, 10RS",3,$949.00,"$2,847.00",CA,Antelope Valley High School District
,Invoice,3/31/2020,INV19145,"ThinkCentre M920q, Intel Core i5-8500T, Windows 10 Pro 64, 8GB, 10RS",5,$949.00,"$4,745.00",CA,Antelope Valley High School District
,Invoice,4/13/2020,INV19159,"ThinkCentre M920q, Intel Core i5-8500T, Windows 10 Pro 64, 8GB, 10RS",1,$949.00,$949.00,CA,Antelope Valley High School District
,Invoice,7/7/2020,INV19286,"ThinkCentre M920q, Intel Core i5-8500T, Windows 10 Pro 64, 8GB, 10RS",4,$949.00,"$3,796.00",CA,Antelope Valley High School District
,Invoice,10/21/2020,INV19525,"Truck load Highland HS  ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",112,"$3,999.00","$447,888.00",CA,Antelope Valley High School District
,Invoice,10/21/2020,INV19526,"Truck Load Palmdale HS ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",112,"$3,999.00","$447,888.00",CA,Antelope Valley High School District
,Invoice,4/28/2020,INV19180,iRover²™ for Interactive Flat Panels 500,1,"$1,175.00","$1,175.00",CA,Bakersfield City School District
,Invoice,11/25/2020,INV19583,"ActivPanel Nickel 75"" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",39,"$2,625.00","$102,375.00",CA,Bret Harte Union High School District
,Invoice,12/22/2020,INV19615,"ActivPanel Nickel 75"" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",1,"$2,625.00","$2,625.00",CA,Bret Harte Union High School District
,Invoice,12/11/2020,INV19598,Certified Professional Installation ACT will removal all existing whiteboards and projectors from the wall/ceiling. ACT will then install the ActivPanel on the wall with a fixed vesa mount.  ACT will set all removed equipment in a specified location in each room for customer to dispose of.,39,$825.00,"$32,175.00",CA,Bret Harte Union High School District
,Invoice,12/22/2020,INV19614,Manual height adjustable mobile stand for use with ActivPanel,1,"$1,279.00","$1,279.00",CA,Bret Harte Union High School District
,Invoice,8/4/2020,INV19335,Vivitek DW884ST Projector,1,$750.00,$750.00,CA,Bret Harte Union High School District
,Invoice,6/30/2020,INV19269,"Promethean ActivBoard 10Touch Range 78"" Dry Erase electronic interactive whiteboard.   *CE Rm 14*",1,"$1,099.00","$1,099.00",CA,Charleston Elementary School
,Invoice,1/30/2020,INV19019,ActivConnect OPS - AP PC for Android.,1,$99.00,$99.00,CA,Coalinga Middle School
,Invoice,1/30/2020,INV19019,"ActivPanel Titanium 86"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC  **Promethean First Time /Buyer Promo Pricing**",1,"$3,437.00","$3,437.00",CA,Coalinga Middle School
,Invoice,2/24/2020,INV19073,Certified Installation of ActivPanel - Wall Installation           **Digital Edge Contract #ESD112-DE-16A**,1,$650.00,$650.00,CA,Coalinga Middle School
,Invoice,1/8/2020,INV18985,"LU UNO turn-key system for: One interactive video wall, light and sound system  **Price reflects 10% discount for Lü Launch Pad Program.",1,"$13,500.00","$13,500.00",CA,Eastside High School
,Invoice,4/28/2020,INV19183,"ActivPanel Titanium 86"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",1,"$3,437.00","$3,437.00",CA,Escondido Union School District
,Invoice,1/31/2020,INV19028,"ActivPanel Nickel 65"" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",1,"$1,050.00","$1,050.00",CA,Grace Lutheran School
,Invoice,9/3/2020,INV19389,"Manipulative Cleaning Tub Kit When students return, shared manipulatives like Lego, tan gram shapes, counters, etc. will need a fast and easy way to be cleaned every day. This simple but useful tub kit includes two of our durable Large Open Tubs and a new mesh-bottomed tub for a complete washing and drying set. Our tubs have been tested with Caviwipes (medical grade disinfection wipes) and bleach diluted to 2:10.",8,$55.00,$440.00,CA,Hephatha Lutheran School Church and School
,Invoice,2/11/2020,INV19058,ACT Certified Installation -Retrofit NEW Boxlight Projector onto Promethean original projector boom.,1,$165.00,$165.00,CA,Heritage Oak Private Education
,Invoice,10/29/2020,INV19544,ACT Certified Installation -Retrofit NEW Boxlight Projector onto Promethean original projector boom.,1,$0.00,$0.00,CA,Heritage Oak Private Education
,Invoice,2/11/2020,INV19058,"BoxLight Cambridge X37NST Projector XGA short-throw. 3700-lumens. (wireless optional)  MAY NEED TO ORDER A BOXLIGHT ""SPIDER"" MOUNT""",1,$799.00,$799.00,CA,Heritage Oak Private Education
,Invoice,10/29/2020,INV19544,"BoxLight Cambridge X37NST Projector XGA short-throw. 3700-lumens. (wireless optional)  MAY NEED TO ORDER A BOXLIGHT ""SPIDER"" MOUNT""",1,$0.00,$0.00,CA,Heritage Oak Private Education
,Invoice,2/26/2020,INV19075,Cambridge Replacement Filter,6,$19.00,$114.00,CA,Heritage Oak Private Education
,Invoice,11/11/2020,INV19558,Cambridge Replacement Filter,5,$25.00,$125.00,CA,Heritage Oak Private Education
,Invoice,3/3/2020,INV19092,ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel *,3,$599.00,"$1,797.00",CA,Highland High School
,Invoice,7/15/2020,INV19299,Boxlight N12 WXGA Ultra Short Throw Projector with bulb. 4000 Lumens. Mount included,3,"$1,399.00","$4,197.00",CA,Huntington Christian School
,Invoice,1/8/2020,INV18986,BenQ MW826ST Replacement Lamp,3,$99.00,$297.00,CA,Kennedy Elementary School
,Invoice,6/11/2020,INV19238,ACT Certified Installation- re-installation of Promethean Interactive Whiteboard Systems,3,$750.00,"$2,250.00",CA,Lancaster High School
,Invoice,8/20/2020,INV19364,ACT Certified Installation- re-installation of Promethean Interactive Whiteboard Systems,3,$750.00,"$2,250.00",CA,Lancaster High School
,Invoice,6/18/2020,INV19254,TRUTOUCH 860RS Ultra-HD LED Multi-touch Display,1,"$5,000.01","$5,000.01",CA,Linker Financial Group Inc
,Invoice,3/9/2020,INV19101,"CA-60 System with 4 Ceiling Speakers & tile bridges, 2-50' Speaker Cables and 25' 3.5mm cable (KIT)   AM-9001 CA-60 Amplifier 1 each AC-0003 Cable Wire Speaker 50 ft plenum rated speaker wire 1 each AC-0002 Cable Wire Speaker 75 ft tinned plenum rated speaker wire 1 each 3300-0043 Speaker CS-12 Tile Bridges for Ceiling Plenum Speaker 4 each SP-0001 Speaker CS-12 Ceiling Speaker with Plenum Rated Back can 4 each AC-1002 Power Supply, Wall Mount 24VDC 2A 1 each AC-1003 15' Cable, Plenum Power Cable with 2 Spade Lugs to bare wires",1,$425.00,$425.00,CA,Los Banos Junior High School
,Invoice,3/24/2020,INV19126,"CA-60 System with 4 Ceiling Speakers & tile bridges, 2-50' Speaker Cables and 25' 3.5mm cable (KIT)   AM-9001 CA-60 Amplifier 1 each AC-0003 Cable Wire Speaker 50 ft plenum rated speaker wire 1 each AC-0002 Cable Wire Speaker 75 ft tinned plenum rated speaker wire 1 each 3300-0043 Speaker CS-12 Tile Bridges for Ceiling Plenum Speaker 4 each SP-0001 Speaker CS-12 Ceiling Speaker with Plenum Rated Back can 4 each AC-1002 Power Supply, Wall Mount 24VDC 2A 1 each AC-1003 15' Cable, Plenum Power Cable with 2 Spade Lugs to bare wires",2,$425.00,$850.00,CA,Los Banos Junior High School
