Item,Type,Date,Document Number,Description,Qty. Sold,Sales Price,Revenue,Address: Billing Address State,Customer/Project: Company Name
,Invoice,4/12/17,INV16453,Wallbox - connectivity panel,1.00,$200.00 ,$200.00 ,CA,Alturas Elementary School
,Invoice,6/19/17,INV16666,"ActivPanel 70"" V5 - 1 x Pen, Vesa Mount & cable pack included.  ActivInspire Professional Edition available FOC  **Digital Edge ESD112-DE-16A**",4.00,"$4,349.00 ","$17,396.00 ",CA,Antelope Valley High School
,Invoice,11/9/17,INV17101,"ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel *  *only stand compatible with 65"" panel.",1.00,$599.00 ,$599.00 ,CA,Antelope Valley High School
,Invoice,10/25/17,INV17054,"**Little Rock HS Room #117**  Buy (2) ActivPanel 75"" HD - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC.",1.00,"$4,349.00 ","$4,349.00 ",CA,Antelope Valley High School District
,Invoice,10/25/17,INV17054,"**Little Rock HS Room #124**  Buy (2) ActivPanel 75"" HD - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC.",1.00,"$4,349.00 ","$4,349.00 ",CA,Antelope Valley High School District
,Invoice,10/25/17,INV17054,"**Palmdale HS Room #374**  Buy (2) ActivPanel 75"" HD - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC.",1.00,"$4,349.00 ","$4,349.00 ",CA,Antelope Valley High School District
,Invoice,10/25/17,INV17054,"**Palmdale HS Room #525**  Buy (2) ActivPanel 75"" HD - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC.",1.00,"$4,349.00 ","$4,349.00 ",CA,Antelope Valley High School District
,Invoice,10/25/17,INV17054,"**Palmdale HS**  Buy (2) ActivPanel 75"" HD - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC.",1.00,"$4,349.00 ","$4,349.00 ",CA,Antelope Valley High School District
,Invoice,10/25/17,INV17054,"**Quartz Hill HS Room #401**  Buy (2) ActivPanel 75"" HD - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC.",1.00,"$4,349.00 ","$4,349.00 ",CA,Antelope Valley High School District
,Invoice,7/6/17,INV16714,"55"" Prosumer (16/7) LED Monitor with Situation Ambient Light - FHD (1920x1080), 350 cd/m2, Dual-core platform, 8G cache memory for URL Caching, USB Playback, 7-event Day-part Scheduling on All inputs (including USB and RJ45), Multiple Video/Audio USB thumb drive Auto-playback, SmartCMS, SmartBrowser, USB port Disable, Network Auto-Restore, Wake-up on LAN, 3 Year Warranty (3 year advanced exchange)",1.00,"$1,125.00 ","$1,125.00 ",CA,Antelope Valley High School District
,Invoice,9/28/17,INV16964,ACT Certified Installation- Installation of Data runs from available data port to PC behind new Promethean ActivPanel,8.00,$160.00 ,"$1,280.00 ",CA,Antelope Valley High School District
,Invoice,9/28/17,INV16964,ACT Certified Installation- Re-Installation of existing ActivSound System with 2 ceiling mounted speakers.,8.00,$150.00 ,"$1,200.00 ",CA,Antelope Valley High School District
,Invoice,1/3/17,INV16144,ACT Professional Installation   **DigitalEdge Contract #ESD112-DE-16A**,1.00,"$2,450.00 ","$2,450.00 ",CA,Antelope Valley High School District
,Invoice,6/19/17,INV16667,"ActivPanel 70"" V5 - 1 x Pen, Vesa Mount & cable pack included.  ActivInspire Professional Edition available FOC",2.00,"$4,349.00 ","$8,698.00 ",CA,Antelope Valley High School District
,Invoice,8/22/17,INV16827,"ActivPanel 70"" V5 - 1 x Pen, Vesa Mount & cable pack included.  ActivInspire Professional Edition available FOC",1.00,"$4,349.00 ","$4,349.00 ",CA,Antelope Valley High School District
,Invoice,6/19/17,INV16668,"ActivPanel 86"" 4K - 4 x Pen, Vesa Mount & cable pack included.  ActivInspire Professional Edition available FOC",1.00,"$7,999.00 ","$7,999.00 ",CA,Antelope Valley High School District
,Invoice,9/18/17,INV16921,"ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel *  *only stand compatible with 65"" panel.  **DigitalEdge Contract #ESD112-DE-16A**",4.00,$599.00 ,"$2,396.00 ",CA,Antelope Valley High School District
,Invoice,6/19/17,INV16667,ActivPanel Mobile Stand - For use with current version of ActivPanel *,2.00,$799.00 ,"$1,598.00 ",CA,Antelope Valley High School District
,Invoice,7/31/17,INV16746,Adjustable Wall Mount Light  - Motorized Height Adjustment (for use with up to 5070H+),4.00,$825.00 ,"$3,300.00 ",CA,Antelope Valley High School District
,Invoice,7/6/17,INV16714,"ASUS : CHROMEBIT-B013C, RockChip 3288-C, Quad-core ARM Mali-T624 GPU Full HD, plays up to 1080p, 2GB LPDDR3L, 16G eMMC, Dual Band 802.11 a/b/g/n/ac; Bluetooth V4.0, 12Vdc, 1.50A, 18W Power Adapter, 1 x USB2.0/ HDMI/DC-in/Security Notch",1.00,$120.00 ,$120.00 ,CA,Antelope Valley High School District
,Invoice,7/31/17,INV16746,"ASUS : CHROMEBOX2-G013U,Mini PC,Intel Core i3-5010U,Chrome OS,Integrated-Intel HD Graphics 5500,4G 1600MHz DDR3L memory,2 x SO-DIMM Slots,16G M.2 (NGFF) SSD,Dual Band 802.11 a/b/g/n/ac; Bluetooth V4.0,10/100/1000 Mbps,65W Power Adapter,1 Year Warranty",4.00,$380.00 ,"$1,520.00 ",CA,Antelope Valley High School District
,Invoice,5/25/17,INV16594,"Audio Enhancement Sentinel Alert System PAL w/4 Ceiling Speakers (kit)   3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II, MS400, GL300 and IR Receiver 1 each 3120-0001 Battery Panasonic rechargeable nickel metal hydride AA battery (orange)  2 each 3110-0021 Charger Wall Mount Mic Charger - AEBC-16 1 each 3100-0076 Microphone New Micro Infrared Handheld Microphone 1 each   3000-0456 CA-50 Amplifier (Power Supply 3010-0100 Sold Separately)  1 each 1300-1233 Cable - 50ft  Cat6 Plenum w/Molded Boot - Black 1 each   3200-0003 Cable Wire Speaker 50 ft tinned plenum rated speaker wire 1 each 3200-0002 Cable Wire Speaker 75 ft tinned plenum rated speaker wire 1  each   3400-0018 Dome Receiver IR-Satellite TLD100 with adapter  1 each   3300-0043 Speaker CS-12 Tile Bridges for Ceiling Plenum Speaker 4 each 3300-0044 Speaker CS-12 Ceiling Speaker with Plenum Rated Back can  4 each   3100-0072 Microphone - AE Infrared Tear-Drop Microphone - Safe Enabled - NBL  1 each",1.00,"$1,595.00 ","$1,595.00 ",CA,Antelope Valley High School District
,Invoice,7/31/17,INV16746,"Audio Enhancement Sentinel Alert System PAL w/4 Ceiling Speakers (kit)   3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II, MS400, GL300 and IR Receiver 1 each 3120-0001 Battery Panasonic rechargeable nickel metal hydride AA battery (orange)  2 each 3110-0021 Charger Wall Mount Mic Charger - AEBC-16 1 each 3100-0076 Microphone New Micro Infrared Handheld Microphone 1 each   3000-0456 CA-50 Amplifier (Power Supply 3010-0100 Sold Separately)  1 each 1300-1233 Cable - 50ft  Cat6 Plenum w/Molded Boot - Black 1 each   3200-0003 Cable Wire Speaker 50 ft tinned plenum rated speaker wire 1 each 3200-0002 Cable Wire Speaker 75 ft tinned plenum rated speaker wire 1  each   3400-0018 Dome Receiver IR-Satellite TLD100 with adapter  1 each   3300-0043 Speaker CS-12 Tile Bridges for Ceiling Plenum Speaker 4 each 3300-0044 Speaker CS-12 Ceiling Speaker with Plenum Rated Back can  4 each   3100-0072 Microphone - AE Infrared Tear-Drop Microphone - Safe Enabled - NBL  1 each",4.00,"$1,295.00 ","$5,180.00 ",CA,Antelope Valley High School District
,Invoice,10/25/17,INV17054,"Audio Enhancement Sentinel Alert System PAL w/4 Ceiling Speakers (kit)   3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II, MS400, GL300 and IR Receiver 1 each 3120-0001 Battery Panasonic rechargeable nickel metal hydride AA battery (orange)  2 each 3110-0021 Charger Wall Mount Mic Charger - AEBC-16 1 each 3100-0076 Microphone New Micro Infrared Handheld Microphone 1 each   3000-0456 CA-50 Amplifier (Power Supply 3010-0100 Sold Separately)  1 each 1300-1233 Cable - 50ft  Cat6 Plenum w/Molded Boot - Black 1 each   3200-0003 Cable Wire Speaker 50 ft tinned plenum rated speaker wire 1 each 3200-0002 Cable Wire Speaker 75 ft tinned plenum rated speaker wire 1  each   3400-0018 Dome Receiver IR-Satellite TLD100 with adapter  1 each   3300-0043 Speaker CS-12 Tile Bridges for Ceiling Plenum Speaker 4 each 3300-0044 Speaker CS-12 Ceiling Speaker with Plenum Rated Back can  4 each   3100-0072 Microphone - AE Infrared Tear-Drop Microphone - Safe Enabled - NBL  1 each",1.00,"$1,295.00 ","$1,295.00 ",CA,Antelope Valley High School District
,Invoice,10/25/17,INV17054,"Audio Enhancement Sentinel Alert System PAL w/4 Ceiling Speakers (kit)   3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II, MS400, GL300 and IR Receiver 1 each 3120-0001 Battery Panasonic rechargeable nickel metal hydride AA battery (orange)  2 each 3110-0021 Charger Wall Mount Mic Charger - AEBC-16 1 each 3100-0076 Microphone New Micro Infrared Handheld Microphone 1 each   3000-0456 CA-50 Amplifier (Power Supply 3010-0100 Sold Separately)  1 each 1300-1233 Cable - 50ft  Cat6 Plenum w/Molded Boot - Black 1 each   3200-0003 Cable Wire Speaker 50 ft tinned plenum rated speaker wire 1 each 3200-0002 Cable Wire Speaker 75 ft tinned plenum rated speaker wire 1  each   3400-0018 Dome Receiver IR-Satellite TLD100 with adapter  1 each   3300-0043 Speaker CS-12 Tile Bridges for Ceiling Plenum Speaker 4 each 3300-0044 Speaker CS-12 Ceiling Speaker with Plenum Rated Back can  4 each   3100-0072 Microphone - AE Infrared Tear-Drop Microphone - Safe Enabled - NBL  1 each",1.00,"$1,295.00 ","$1,295.00 ",CA,Antelope Valley High School District
,Invoice,10/25/17,INV17054,"Audio Enhancement Sentinel Alert System PAL w/4 Ceiling Speakers (kit)   3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II, MS400, GL300 and IR Receiver 1 each 3120-0001 Battery Panasonic rechargeable nickel metal hydride AA battery (orange)  2 each 3110-0021 Charger Wall Mount Mic Charger - AEBC-16 1 each 3100-0076 Microphone New Micro Infrared Handheld Microphone 1 each   3000-0456 CA-50 Amplifier (Power Supply 3010-0100 Sold Separately)  1 each 1300-1233 Cable - 50ft  Cat6 Plenum w/Molded Boot - Black 1 each   3200-0003 Cable Wire Speaker 50 ft tinned plenum rated speaker wire 1 each 3200-0002 Cable Wire Speaker 75 ft tinned plenum rated speaker wire 1  each   3400-0018 Dome Receiver IR-Satellite TLD100 with adapter  1 each   3300-0043 Speaker CS-12 Tile Bridges for Ceiling Plenum Speaker 4 each 3300-0044 Speaker CS-12 Ceiling Speaker with Plenum Rated Back can  4 each   3100-0072 Microphone - AE Infrared Tear-Drop Microphone - Safe Enabled - NBL  1 each",1.00,"$1,295.00 ","$1,295.00 ",CA,Antelope Valley High School District
,Invoice,10/25/17,INV17054,"Audio Enhancement Sentinel Alert System PAL w/4 Ceiling Speakers (kit)   3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II, MS400, GL300 and IR Receiver 1 each 3120-0001 Battery Panasonic rechargeable nickel metal hydride AA battery (orange)  2 each 3110-0021 Charger Wall Mount Mic Charger - AEBC-16 1 each 3100-0076 Microphone New Micro Infrared Handheld Microphone 1 each   3000-0456 CA-50 Amplifier (Power Supply 3010-0100 Sold Separately)  1 each 1300-1233 Cable - 50ft  Cat6 Plenum w/Molded Boot - Black 1 each   3200-0003 Cable Wire Speaker 50 ft tinned plenum rated speaker wire 1 each 3200-0002 Cable Wire Speaker 75 ft tinned plenum rated speaker wire 1  each   3400-0018 Dome Receiver IR-Satellite TLD100 with adapter  1 each   3300-0043 Speaker CS-12 Tile Bridges for Ceiling Plenum Speaker 4 each 3300-0044 Speaker CS-12 Ceiling Speaker with Plenum Rated Back can  4 each   3100-0072 Microphone - AE Infrared Tear-Drop Microphone - Safe Enabled - NBL  1 each",1.00,"$1,295.00 ","$1,295.00 ",CA,Antelope Valley High School District
,Invoice,5/31/17,INV16619,"CA 50A System with 2-Ceiling Speakers & tile bridges, 2-50' Speaker Cables and 25' 3.5mm cable (KIT)    3000-0456 CA-50 Amplifier (Power Supply 3010-0100 Sold Separately) 1 each 3210-0020 Cable 25ft 3.5X3.5 Cable 1 each 3200-0003 Cable Wire Speaker 50 ft tinned plenum rated speaker wire 2 each 3300-0043 Speaker CS-12 Tile Bridges for Ceiling Plenum Speaker 2 each 3300-0044 Speaker CS-12 Ceiling Speaker with Plenum Rated Back can 2 each 3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II and IR Receiver 1 each",1.00,$470.00 ,$470.00 ,CA,Antelope Valley High School District
,Invoice,10/18/17,INV17038,"Certified Professional Installation and Set Up-Includes cutting of podium mount surface for pass-through plate and monitor mount.  Installation of Monitor, Lenovo Micro PC, cabling and configuration and programing of existing SP controller.       ***Antelope Valley ROP PCC Podium***  ***DigitalEdge Contract #ESD112-DE-16A***",1.00,"$1,400.00 ","$1,400.00 ",CA,Antelope Valley High School District
,Invoice,7/13/17,INV16721,Certified Professional Installation- Install existing 75” Vizio TV in F3  Install IR Cable to Vizio to existing Extron Controller in F3  Install (4) IR Cables to existing TV’s and Apple TV in F5    Programming existing Extron Controller  ***Antelope Valley ROP rooms F3-F5***  ***DigitalEdge Contract #ESD112-DE-16A***,1.00,"$2,835.00 ","$2,835.00 ",CA,Antelope Valley High School District
,Invoice,7/13/17,INV16725,"Certified Professional Installation-Installation of (2) 75” ActivPanels and wall mounts, (2) Lenovo Micro PCs behind ActivPanel (right side),  (2) Pixie Plus AV controller systems (right side of APs) and Programing.  (2) Power Drops.  All cabling will be in wall.    ***Antelope Valley ROP room D1***  ***DigitalEdge Contract #ESD112-DE-16A***",1.00,"$3,230.00 ","$3,230.00 ",CA,Antelope Valley High School District
,Invoice,7/13/17,INV16723,"Certified Professional Installation-Installation of (2) 75” ActivPanels and wall mounts’, Lenovo Micro PCs behind ActivPanel (right side), Audio Enhancement System and (4) ceiling Speakers (amp behind AP, right side), (2) Pixie Plus AV controller system (right side of AP) and Programing, Apple TV behind ActivPanel.  (2) Power Drops, (2) Data runs.  All cabling will be in wall.    ***Antelope Valley ROP room F1 (Steel Case Room)***  ***DigitalEdge Contract #ESD112-DE-16A***",1.00,"$3,240.00 ","$3,240.00 ",CA,Antelope Valley High School District
,Invoice,7/13/17,INV16722,"Certified Professional Installation-Installation of (2) 75” ActivPanels and wall mounts’, Lenovo Micro PCs behind ActivPanel (right side), Audio Enhancement System and (4) ceiling Speakers (amp behind AP, right side), (2) Pixie Plus AV controller system (right side of AP) and Programing, Apple TV behind ActivPanel.  (2) Power Drops, (2) Data runs.  All cabling will be in wall.    ***Antelope Valley ROP room F1 (Steel Case Room)***  ***DigitalEdge Contract #ESD112-DE-16A***",1.00,"$4,950.00 ","$4,950.00 ",CA,Antelope Valley High School District
,Invoice,10/26/17,INV17064,"Classroom Installations-Installation of 70” ActivPanel and wall mount, Lenovo Micro PC behind ActivPanel (right side),  ACT Wall Box Kit Move Existing SP Controller to the right of AP and necessary Programing.  Re-Installation of existing ActivSound System with 2 ceiling mounted speakers, Data runs from available data port to PC behind new Promethean ActivPanel",1.00,"$1,290.00 ","$1,290.00 ",CA,Antelope Valley High School District
,Invoice,7/31/17,INV16746,High Speed HDMI Cable with Ethernet. 40',8.00,$22.00 ,$176.00 ,CA,Antelope Valley High School District
,Invoice,7/13/17,INV16726,"Installation of (1) 86” ActivPanels and wall mount, (1) 65” Phillips Panel, (2)Lenovo Micro PCs behind panels (right side), (2) ACT Wall Box Kits, (2) Pixie Plus AV controller system (right side of panels) and Programing.  (2) Power Drops, (2) Data runs.  All cabling will be in wall  *AVUHSD District Office Conference Room* ***DigitalEdge Contract #ESD112-DE-16A***",1.00,"$4,692.00 ","$4,692.00 ",CA,Antelope Valley High School District
,Invoice,1/23/17,INV16179,"Installation of ActivPanel with Fixed Wall-Mount, Lenovo ThinkCentre, HDMI Termination Wall Box Kit and all Cabeling ; Completed by Promethean Certified Installer.  CA Professional Services - Installation of Audio Enhancement Sentinel Alert System w/ 4 Ceiling Speakers",5.00,$995.00 ,"$4,975.00 ",CA,Antelope Valley High School District
,Invoice,8/22/17,INV16827,"Installation Teacher Conference Room-Installation of (1) 70” ActivPanels and wall mount, (1)Lenovo Micro PC behind panels (right side), Webcam, (1) Pixie Plus AV controller system (right side of AP) and Programing.  (1) Power Drops, (1) Data runs.  All cabling will be in wall",1.00,"$2,058.00 ","$2,058.00 ",CA,Antelope Valley High School District
,Invoice,9/13/17,INV16908,"Installation-Installation of (1) 55” Phillips Panel, (1) Power Drop. All cabling to be in wall.     *Palmdale Prep Front Office*",1.00,"$1,215.00 ","$1,215.00 ",CA,Antelope Valley High School District
,Invoice,8/22/17,INV16827,"Installation-Installation of 70” ActivPanel and Motorized Electric Wall Mount, Lenovo Micro PC behind ActivPanel (right side), 65” Phillips TV and wall mount, Chromebox behind Phillips Panel, Audio Enhancement System and (4) ceiling Speakers (amp behind AP, right side of Promethean Panel), (2) Pixie Plus AV controller system (right side of AP) and Programing.  (2) Power Drops, (2) Data runs.  All cabling will be in wall.",4.00,"$4,425.00 ","$17,700.00 ",CA,Antelope Valley High School District
,Invoice,8/22/17,INV16827,"It Takes Two Promo  2 - ActivPanel 70"" V5 - 1 x Pen, Vesa Mount & cable pack included.  ActivInspire Professional Edition available FOC",2.00,"$7,194.00 ","$14,388.00 ",CA,Antelope Valley High School District
,Invoice,5/16/17,INV16543,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,2.00,$49.99 ,$99.98 ,CA,Antelope Valley High School District
,Invoice,5/25/17,INV16594,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,2.00,$49.99 ,$99.98 ,CA,Antelope Valley High School District
,Invoice,5/31/17,INV16611,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,2.00,$49.99 ,$99.98 ,CA,Antelope Valley High School District
,Invoice,5/31/17,INV16619,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,1.00,$49.99 ,$49.99 ,CA,Antelope Valley High School District
,Invoice,7/31/17,INV16746,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,5.00,$39.99 ,$199.95 ,CA,Antelope Valley High School District
,Invoice,10/25/17,INV17054,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,1.00,$49.99 ,$49.99 ,CA,Antelope Valley High School District
,Invoice,10/25/17,INV17054,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,1.00,$49.99 ,$49.99 ,CA,Antelope Valley High School District
,Invoice,10/25/17,INV17054,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,1.00,$49.99 ,$49.99 ,CA,Antelope Valley High School District
,Invoice,10/25/17,INV17054,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,1.00,$49.99 ,$49.99 ,CA,Antelope Valley High School District
,Invoice,10/25/17,INV17054,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,1.00,$49.99 ,$49.99 ,CA,Antelope Valley High School District
,Invoice,10/25/17,INV17054,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,1.00,$49.99 ,$49.99 ,CA,Antelope Valley High School District
,Invoice,10/26/17,INV17064,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,1.00,$39.99 ,$39.99 ,CA,Antelope Valley High School District
,Invoice,6/12/17,INV16641,LENOVO : Lenovo ThinkVision T2224d monitor is a perfect balance of performance and value.T2224d has an IPS 1920x1080 panel which can provide wide viewing angles.VGA and DP connectivity enables digital signal delivery.Tilt function stand easy to adjust the monitor,1.00,$175.00 ,$175.00 ,CA,Antelope Valley High School District
,Invoice,5/16/17,INV16543,"LENOVO : ThinkCentre M900, Intel Core i5-6500T (2.50GHz, 6MB), Windows 7 Professional 64 preinstalled through downgrade rights in Windows 10 Pro, 8.0GB, 1x256GB SSD SATA III, (x), Intel 8260, 3 Year On-site",2.00,$849.00 ,"$1,698.00 ",CA,Antelope Valley High School District
,Invoice,5/25/17,INV16594,"LENOVO : ThinkCentre M900, Intel Core i5-6500T (2.50GHz, 6MB), Windows 7 Professional 64 preinstalled through downgrade rights in Windows 10 Pro, 8.0GB, 1x256GB SSD SATA III, (x), Intel 8260, 3 Year On-site",2.00,$849.00 ,"$1,698.00 ",CA,Antelope Valley High School District
,Invoice,5/31/17,INV16611,"LENOVO : ThinkCentre M900, Intel Core i5-6500T (2.50GHz, 6MB), Windows 7 Professional 64 preinstalled through downgrade rights in Windows 10 Pro, 8.0GB, 1x256GB SSD SATA III, (x), Intel 8260, 3 Year On-site",2.00,$849.00 ,"$1,698.00 ",CA,Antelope Valley High School District
,Invoice,5/31/17,INV16619,"LENOVO : ThinkCentre M900, Intel Core i5-6500T (2.50GHz, 6MB), Windows 7 Professional 64 preinstalled through downgrade rights in Windows 10 Pro, 8.0GB, 1x256GB SSD SATA III, (x), Intel 8260, 3 Year On-site",1.00,$849.00 ,$849.00 ,CA,Antelope Valley High School District
,Invoice,6/12/17,INV16641,"LENOVO : ThinkCentre M900, Intel Core i5-6500T (2.50GHz, 6MB), Windows 7 Professional 64 preinstalled through downgrade rights in Windows 10 Pro, 8.0GB, 1x256GB SSD SATA III, (x), Intel 8260, 3 Year On-site",1.00,$849.00 ,$849.00 ,CA,Antelope Valley High School District
,Invoice,7/31/17,INV16746,"LENOVO : ThinkCentre M900, Intel Core i5-6500T (2.50GHz, 6MB), Windows 7 Professional 64 preinstalled through downgrade rights in Windows 10 Pro, 8.0GB, 1x256GB SSD SATA III, (x), Intel 8260, 3 Year On-site",5.00,$849.00 ,"$4,245.00 ",CA,Antelope Valley High School District
,Invoice,10/25/17,INV17054,"Lenovo ThinkCentre M710q 10MR - Tiny desktop - 1 x Core i5 6500T / 2.5 GHz - RAM 8 GB - SSD 256 GB - TCG Opal Encryption, NVM Express (NVMe) - HD Graphics 530 - GigE - WLAN: 802.11a/b/g/n/ac, Bluetooth 4.1 - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License",1.00,$849.00 ,$849.00 ,CA,Antelope Valley High School District
,Invoice,10/25/17,INV17054,"Lenovo ThinkCentre M710q 10MR - Tiny desktop - 1 x Core i5 6500T / 2.5 GHz - RAM 8 GB - SSD 256 GB - TCG Opal Encryption, NVM Express (NVMe) - HD Graphics 530 - GigE - WLAN: 802.11a/b/g/n/ac, Bluetooth 4.1 - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License",1.00,$849.00 ,$849.00 ,CA,Antelope Valley High School District
