Item,Type,Date,Document Number,Description,Qty. Sold,Sales Price,Revenue,Address: Billing Address State,Customer/Project: Company Name
,Invoice,1/9/18,INV17272,"Certified Professional Installation of 102"" ActivWall and cable kit",1.00,"$1,025.00 ","$1,025.00 ",CA,Brea Olinda High School
,Invoice,7/16/18,INV17732,"Philips 65"" Prosumer (16/7) D-LED, 1920X1080, 350 cd/m2, Landscape only, Dual HDMI inputs, DP/DVI/VGA Daisy Chain (input and Output), OPS, Multiple Video/Audio USB thumb drive Auto-Playback, 7-event Day-part Scheduling on All inputs (including USB and RJ45), Failover on All inputs (including USB and RJ45), USB Port Disable, Network Auto-Restore, Wake-up on LAN, SmartCMS, SmartBrowser, Smart Control, IR Pass through and IP Loop through, Smart Insert, Edge alignment plate, Color Calibration Tool Option, 3 Year Warranty (3 year advanced exchange)",6.00,"$1,499.00 ","$8,994.00 ",CA,Brekke School
,Invoice,2/13/18,INV17390,BenQ MX723 Projector XGA; 3700 ANSI Lumens; 5.7lbs; HDMI x 1; D-Sub; S-V; A x 2; 10W x1; AO; Control Terminals,1.00,$736.00 ,$736.00 ,CA,Bret Harte Union High School District
,Invoice,4/24/18,INV17547,Promethean ActivSoundBar Remote Control,2.00,$10.00 ,$20.00 ,CA,Calaveras County Office of Education
,Invoice,10/4/18,INV17997,Certified professional installation,1.00,$625.00 ,$625.00 ,CA,Calaveras River Academy
,Invoice,10/4/18,INV17997,N12 WXGA 3700 lumens Ultra Short Throw Projector. Laser. Wallmount-P12W included and shipped separately,1.00,"$1,939.00 ","$1,939.00 ",CA,Calaveras River Academy
,Invoice,10/18/18,INV18043,Certified Professional Installation of Screen,1.00,"$1,500.00 ","$1,500.00 ",CA,Central Elementary School
,Invoice,10/18/18,INV18043,Spectrum Series Elite Electric Projector Screen - includes remote control and wall mounted control unit,1.00,"$1,850.00 ","$1,850.00 ",CA,Central Elementary School
,Invoice,4/9/18,INV17502,SMART UX60 REPLACEMENT LAMP,10.00,$239.00 ,"$2,390.00 ",CA,Central School District
,Invoice,4/9/18,INV17502,SMART UX80 REPLACEMENT LAMP,10.00,$135.00 ,"$1,350.00 ",CA,Central School District
,Invoice,1/10/18,INV17281,"ActivBoard 10Touch Range 78"" Dry Erase electronic interactive whiteboard. ActivInspire Professional Edition available FOC.   *Please be sure to include the USB Extension Cable with the Cable Kit*  Also includes bracket kit",2.00,"$1,099.00 ","$2,198.00 ",CA,Charleston Elementary School
,Invoice,9/17/18,INV17926,"BenQ SX920 Digital Projector Native XGA (1024 x 768) resolution. 5,000 ANSI lumens. 3,000:1 high contrast ratio. Vertical lens shift 1.6x zoom. Easy installation and control.",1.00,"$1,199.00 ","$1,199.00 ",CA,Chowchilla Elementary School District
,Invoice,1/25/18,INV17329,BoxLight Cambridge X37NST Projector XGA short-throw. 3700-lumens. (wireless optional),3.00,"$1,031.00 ","$3,093.00 ",CA,Chowchilla Elementary School District
,Invoice,6/25/18,INV17668,BoxLight Cambridge X37NST Projector XGA short-throw. 3700-lumens. (wireless optional),4.00,$799.00 ,"$3,196.00 ",CA,Chowchilla Elementary School District
,Invoice,9/11/18,INV17903,BoxLight Cambridge X37NST Projector XGA short-throw. 3700-lumens. (wireless optional),5.00,$799.00 ,"$3,995.00 ",CA,Chowchilla Elementary School District
,Invoice,10/30/18,INV18062,Promethean ActivSoundBar - For use with  current versions of ActivBoard Touch &  ActivPanel. Mounting brackets included.,3.00,$149.00 ,$447.00 ,CA,Chowchilla Elementary School District
,Invoice,7/16/18,INV17730,"Philips 65"" Prosumer (16/7) D-LED, 1920X1080, 350 cd/m2, Landscape only, Dual HDMI inputs, DP/DVI/VGA Daisy Chain (input and Output), OPS, Multiple Video/Audio USB thumb drive Auto-Playback, 7-event Day-part Scheduling on All inputs (including USB and RJ45), Failover on All inputs (including USB and RJ45), USB Port Disable, Network Auto-Restore, Wake-up on LAN, SmartCMS, SmartBrowser, Smart Control, IR Pass through and IP Loop through, Smart Insert, Edge alignment plate, Color Calibration Tool Option, 3 Year Warranty (3 year advanced exchange)",6.00,"$1,499.00 ","$8,994.00 ",CA,Christa McAuliffe Elementary
,Invoice,10/8/18,INV18008,PRM-32-35 replacement lamp,1.00,$115.00 ,$115.00 ,CA,Clovis Unified School District
,Invoice,10/12/18,INV18027,"ActivPanel 75"" 4K with activConnect OPS-G - 2 x Pen, Vesa mount & cable pack included. ActivInspire Professional Edition available FOC.",5.00,"$4,299.00 ","$21,495.00 ",CA,Coalinga-Huron Unified School District
,Invoice,12/7/18,INV18118,"ActivPanel 75"" 4K with activConnect OPS-G - 2 x Pen, Vesa mount & cable pack included. ActivInspire Professional Edition available FOC.",2.00,"$4,199.00 ","$8,398.00 ",CA,Coalinga-Huron Unified School District
,Invoice,1/11/18,INV17284,"Annual Maintenance on Projectors: Mark down model, serial number and projector hours. Dust projector and clean any filters. Vacuum out vents. Note any observations on the overall presentation. Make any necessary alignment adjustments (short of having to fully remove projector).  This is estimated 20 minutes per room and based upon 100 classroom visits. Not to exceed the amount of $5500    *Please note that this amount is already being paid and you will not be billed separately for this",1.00,$0.00 ,$0.00 ,CA,Coalinga-Huron Unified School District
,Invoice,12/31/18,INV18162,BoxLight Cambridge X37NST Projector XGA short-throw. 3700-lumens. (wireless optional),20.00,$799.00 ,"$15,980.00 ",CA,Coalinga-Huron Unified School District
,Invoice,10/12/18,INV18027,"Certified installation of 5, 75"" ActivPanels",5.00,$550.00 ,"$2,750.00 ",CA,Coalinga-Huron Unified School District
,Invoice,10/12/18,INV18027,"Mobile Stand for Procolor panels, includes PROCOLOR-WALLMOUNT-002",5.00,$549.00 ,"$2,745.00 ",CA,Coalinga-Huron Unified School District
,Invoice,7/2/18,INV17692,Re-Installation of Promethean ActivBoard 387 with BoxLight Short-Throw Projector,2.00,$850.00 ,"$1,700.00 ",CA,Coalinga-Huron Unified School District
,Invoice,4/4/18,INV17499,"ACT Certified Professional Installation - Installation of Wall 75"" Smart 6075 Interactive Flat Panel, Wall Mount and Termination of Necessary Cabling.",6.00,$575.00 ,"$3,450.00 ",CA,Cypress School District
,Invoice,4/5/18,INV17500,Fabrication on SMART Panel Mount Parts,1.00,$45.00 ,$45.00 ,CA,Cypress School District
,Invoice,2/27/18,INV17420,"SMART Board® 6075 interactive flat panel features SMART’s proprietary DViT® technology. 75"" 4K LED Display, Aspect ratio 16:9, Contrast ratio: 1200:1, 178 degree viewing angle. Includes: SMART iQ and Learning Suite. iQ includes built-in web browser, wireless screen. The kapp iQ provides one-touch access without connecting an external computer. Includes the power of SMART Notebook® collaborative learning software. Object Awareness allows you to perform mouse functions with your finger, and write in digital ink. Multitouch capabilities: 4 touches on Windows® and Mac computers. Pen ID: Two people can write independently and simultaneously, using different colored ink. Audio: Two 10W speakers, noise level",6.00,"$3,775.00 ","$22,650.00 ",CA,Cypress School District
,Invoice,1/10/18,INV17280,PRM-32-35 replacement lamp,2.00,$99.00 ,$198.00 ,CA,Del Dayo Elementary School
,Invoice,1/10/18,INV17280,Promethean PRM-45 replacement lamp.,3.00,$99.00 ,$297.00 ,CA,Del Dayo Elementary School
,Invoice,7/2/18,INV17695,"Globisen LD12-BIOCHM: Computer based Laboratory with 15 built in sensors for high school biology and chemistry Light, Heart Rate, Relative Humidity, Barometric pressure, GPS, Turbidity, Dissolved Oxygen (Electrode sold separately), Air Pressure, Colorimeter, Conductivity, Thermocouple, pH, Amb. Temperature, Ext. Temperature, Universal input",2.00,$699.00 ,"$1,398.00 ",CA,Del Mar Union School District
,Invoice,7/2/18,INV17695,"Globisen LD12-BIOCHM8-BNDL: Classroom bundle including 8 Bio Chemistry LabDisc's and a Mobile Science charging Cart. Light, Heart Rate, Relative Humidity, Barometric pressure, GPS, Turbidity, Dissolved Oxygen (Electrode sold separately), Air Pressure, Colorimeter, Conductivity, Thermocouple, pH, Amb. Temperature, Ext. Temperature, Universal input",1.00,"$7,295.00 ","$7,295.00 ",CA,Del Mar Union School District
,Invoice,3/8/18,INV17445,"Teacher ActivPen 50 - 10 pack. For use with 100, 300 & 300 Pro and 500 Pro ranges.",1.00,$295.00 ,$295.00 ,CA,Dennis McKinna Elementary School
,Invoice,10/10/18,INV18014,Promethean ActivPanel Touch Remote - remote control for ActivPanel Touch. For use with all models,1.00,$20.00 ,$20.00 ,CA,Dewey High School
,Credit Memo,10/16/18,424,Promethean ActivPanel Touch Remote - remote control for ActivPanel Touch. For use with all models,-1.00,$20.00 ,($20.00),CA,Dewey High School
,Invoice,11/5/18,INV18071,"Promethean DLP Remote Remote control for DLP Projectors  CUSTOMER PREVIOUSLY ORDERED A REMOTE FOR A TOUCH PANEL, BUT THEY NEEDED A REMOTE FOR A DLP PROJECTOR.",1.00,$40.00 ,$40.00 ,CA,Dewey High School
,Invoice,5/7/18,INV17579,BenQ MW817ST Replacement Lamp,6.00,$149.00 ,$894.00 ,CA,Dinuba Unified School District
,Invoice,1/4/18,INV17248,"BenQ MW826ST Interactive Short Throw Projector. WXGA. 3400 Lumens. HDMI x 2 (HDMI-2 share with MHL). PC In (D-sub 15pin) x 2 (share with component video). Monitor Out (D-sub 15pin) x 1. Composite Video In (RCA) x 1. S-Video In x 1. Audio In (mini jack) x 2. Audio L/R In (RCA) x 1. Audio Out (mini jack) x 1. LAN RJ45 x 1 (LAN control). RS232 (DB-9pin) x 1. USB (type A) x1 (power only 5V/1.5A). USB (type mini B) x 1‎. IR Receiver x2 (front, top)",20.00,$749.00 ,"$14,980.00 ",CA,Dinuba Unified School District
,Invoice,1/4/18,INV17248,BenQ WM06G3 Short-Throw Wall Mount. 3-Dimensional Adjustments. Horizontally Adjustable Function,11.00,$99.00 ,"$1,089.00 ",CA,Dinuba Unified School District
,Invoice,1/23/18,INV17301,"Certified Professional Installation of BenQ Projector and Mount, direct replacement for existing projector and mount",11.00,$475.00 ,"$5,225.00 ",CA,Dinuba Unified School District
,Invoice,1/23/18,INV17301,Certified Professional Installation of BenQ Projector using a Universal Flush Adapter on existing mount,8.00,$475.00 ,"$3,800.00 ",CA,Dinuba Unified School District
,Invoice,5/7/18,INV17579,Infocus Replacement Lamp for PLS7706,4.00,$194.00 ,$776.00 ,CA,Dinuba Unified School District
,Credit Memo,2/22/18,404,Restocking fee for 15.00 Shipping fee of 15.00   BenQ WM06G3 Short-Throw Wall Mount. 3-Dimensional Adjustments. Horizontally Adjustable Function,-1.00,$69.00 ,($69.00),CA,Dinuba Unified School District
,Invoice,11/5/18,INV18074,4 hours of additional installation service.,4.00,$0.00 ,$0.00 ,CA,Eastside High School
,Invoice,1/22/18,INV17300,"ActivPanel 4.5 80"" with ActivConnect G-Series - 2 stylus, 1 x ActivPanel Digital Pen, Wall Mount & cable pack included. ActivInspire Professional Edition available FOC",21.00,"$4,349.00 ","$91,329.00 ",CA,Eastside High School
,Invoice,3/20/18,INV17470,"ActivPanel 75"" 4K with activConnect OPS-G - 2 x Pen, Vesa mount & cable pack included. ActivInspire Professional Edition available FOC.",3.00,"$4,799.00 ","$14,397.00 ",CA,Eastside High School
,Invoice,1/25/18,INV17331,"Audio Enhancement Sentinel Alert System PAL w/4 Ceiling Speakers (kit)   3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II, MS400, GL300 and IR Receiver 1 each 3120-0001 Battery Panasonic rechargeable nickel metal hydride AA battery (orange)  2 each 3110-0021 Charger Wall Mount Mic Charger - AEBC-16 1 each 3100-0076 Microphone New Micro Infrared Handheld Microphone 1 each   3000-0456 CA-50 Amplifier (Power Supply 3010-0100 Sold Separately)  1 each 1300-1233 Cable - 50ft  Cat6 Plenum w/Molded Boot - Black 1 each   3200-0003 Cable Wire Speaker 50 ft tinned plenum rated speaker wire 1 each 3200-0002 Cable Wire Speaker 75 ft tinned plenum rated speaker wire 1  each   3400-0018 Dome Receiver IR-Satellite TLD100 with adapter  1 each   3300-0043 Speaker CS-12 Tile Bridges for Ceiling Plenum Speaker 4 each 3300-0044 Speaker CS-12 Ceiling Speaker with Plenum Rated Back can  4 each   3100-0072 Microphone - AE Infrared Tear-Drop Microphone - Safe Enabled - NBL  1 each",21.00,"$1,295.00 ","$27,195.00 ",CA,Eastside High School
