,Customer ID,Cohort Yr,Year,Document Number,Date,State,Month,Qty,Unit Price,Sales Total,Revenue,log_sales,purchases
28,100012,2015,2015,INV13506,2015-03-24,NV,3,5,112.0,560.0,560.0,6.327936783729195,9
29,100012,2015,2015,INV14160,2015-08-28,NV,8,6,112.0,672.0,672.0,6.51025834052315,9
30,100012,2015,2015,INV14708,2015-11-30,NV,11,4,165.0,660.0,660.0,6.492239835020471,9
31,100012,2015,2019,INV18175,2019-01-14,NV,1,12,3569.0,42828.0,42828.0,10.66494737327816,9
32,100012,2015,2019,INV18205,2019-02-01,NV,4,14,3868.0,7456.0,7456.0,8.916774356365426,9
33,100012,2015,2019,INV18221,2019-02-07,NV,4,19,485.0,5255.0,5255.0,8.566935283311052,9
34,100012,2015,2019,INV18227,2019-02-12,NV,2,7,150.0,1050.0,1050.0,6.956545443151569,9
35,100012,2015,2019,INV18358,2019-04-22,NV,4,15,3569.0,53535.0,53535.0,10.88809092459237,9
36,100012,2015,2019,INV18389,2019-05-02,NV,15,45,784.0,11760.0,11760.0,9.372459221452617,9
37,100013,2019,2019,INV18728,2019-09-17,WA,27,3,2847.0,2847.0,2847.0,7.954021087278037,2
38,100013,2019,2019,INV18872,2019-11-07,WA,11,1,500.0,500.0,500.0,6.214608098422191,2
39,100014,2015,2015,INV13401,2015-02-23,WA,4,2,20172.5,20172.5,20172.5,9.912075569722662,10
40,100014,2015,2015,INV13472,2015-03-12,WA,6,2,10423.51,10423.51,10423.51,9.251819110792685,10
41,100014,2015,2015,INV14112,2015-08-20,WA,16,2,1597.0,1597.0,1597.0,7.3758821482150125,10
42,100014,2015,2015,INV14789,2015-12-28,nan,12,3,85.0,255.0,255.0,5.541263545158426,10
43,100014,2015,2016,INV14917,2016-02-09,WA,8,5,2634.75,2933.75,2933.75,7.984036747165233,10
44,100014,2015,2016,INV16045,2016-11-29,WA,44,4,2027.0,2027.0,2027.0,7.614312146452,10
45,100014,2015,2018,INV18034,2018-10-16,WA,10,2,139.0,278.0,278.0,5.627621113690637,10
46,100014,2015,2018,INV18067,2018-10-31,WA,10,2,139.0,278.0,278.0,5.627621113690637,10
47,100014,2015,2018,INV18085,2018-11-07,WA,11,3,95.0,285.0,285.0,5.652489180268651,10
48,100014,2015,2019,INV18962,2019-12-17,WA,36,3,2187.0,2187.0,2187.0,7.690286020676768,10
49,100015,2016,2016,INV15412,2016-06-27,AK,6,1,1899.0,1899.0,1899.0,7.549082710812286,2
50,100015,2016,2016,INV15883,2016-10-20,AK,10,1,1599.0,1599.0,1599.0,7.377133712833954,2
51,100016,2016,2016,INV15375,2016-06-15,WA,6,1,575.0,575.0,575.0,6.354370040797351,3
52,100016,2016,2018,INV17371,2018-02-07,WA,2,1,275.0,275.0,275.0,5.616771097666572,3
53,100016,2016,2018,INV17372,2018-02-07,WA,2,1,325.0,325.0,325.0,5.783825182329737,3
54,100017,2015,2015,INV13647,2015-04-30,CA,12,66,1733.0,38126.0,38126.0,10.548651743073922,5
55,100017,2015,2015,INV13767,2015-06-01,CA,18,38,700.0,12800.0,12800.0,9.457200449907708,5
56,100017,2015,2016,INV14848,2016-01-14,CA,3,3,1733.0,1733.0,1733.0,7.457609289715606,5
57,100017,2015,2016,INV15030,2016-03-08,CA,3,1,500.0,500.0,500.0,6.214608098422191,5
58,100017,2015,2016,INV16087,2016-12-09,CA,12,3,349.0,1047.0,1047.0,6.953684210870537,5
59,100018,2017,2017,INV16981,2017-10-03,WA,20,32,884.0,9434.0,9434.0,9.152075463844207,1
60,100019,2017,2017,INV16857,2017-08-29,WA,8,1,255.0,255.0,255.0,5.541263545158426,3
61,100019,2017,2018,INV17892,2018-09-07,WA,9,2,650.0,1300.0,1300.0,7.170119543449628,3
62,100019,2017,2020,INV19380,2020-08-26,WA,8,3,1550.0,4650.0,4650.0,8.444622498581403,3
63,100020,2015,2015,INV13379,2015-02-18,nan,2,2,199.0,398.0,398.0,5.986452005284438,15
64,100020,2015,2015,INV13402,2015-02-23,NV,6,6,2624.0,5248.0,5248.0,8.565602330623925,15
65,100020,2015,2015,INV13590,2015-04-20,NV,4,2,601.3,1202.6,1202.6,7.092241158605468,15
66,100020,2015,2015,INV13626,2015-04-27,nan,4,5,112.0,560.0,560.0,6.327936783729195,15
67,100020,2015,2015,INV13708,2015-05-18,NV,5,2,280.0,560.0,560.0,6.327936783729195,15
68,100020,2015,2015,INV13739,2015-05-27,NV,10,4,560.0,1120.0,1120.0,7.02108396428914,15
69,100020,2015,2015,INV14501,2015-10-26,nan,10,1,195.0,195.0,195.0,5.272999558563747,15
70,100020,2015,2015,INV14615,2015-11-10,NV,11,1,599.0,599.0,599.0,6.395261598115449,15
71,100020,2015,2016,INV14851,2016-01-19,NV,2,3,300.0,450.0,450.0,6.1092475827643655,15
72,100020,2015,2016,INV14966,2016-02-22,NV,2,1,1199.0,1199.0,1199.0,7.089243155027514,15
73,100020,2015,2016,INV15075,2016-03-24,NV,3,1,280.0,280.0,280.0,5.634789603169249,15
74,100020,2015,2016,INV15589,2016-08-22,NV,8,5,112.0,560.0,560.0,6.327936783729195,15
75,100020,2015,2017,INV16155,2017-01-11,NV,1,7,112.0,784.0,784.0,6.664409020350408,15
76,100020,2015,2020,INV19425,2020-09-21,NV,27,3,4217.0,4217.0,4217.0,8.34687925374656,15
77,100020,2015,2020,INV19457,2020-09-28,NV,9,1,335.0,335.0,335.0,5.814130531825066,15
78,100021,2015,2015,INV13947,2015-07-15,NV,14,3,695.0,865.0,865.0,6.762729506931879,10
79,100021,2015,2015,INV14204,2015-09-09,NV,9,2,1199.0,2398.0,2398.0,7.7823903355874595,10
80,100021,2015,2015,INV14294,2015-09-22,NV,9,2,280.0,560.0,560.0,6.327936783729195,10
81,100021,2015,2016,INV15227,2016-05-05,NV,5,2,112.0,224.0,224.0,5.4116460518550396,10
82,100021,2015,2016,INV15534,2016-08-08,NV,24,10,323.0,1068.0,1068.0,6.97354301952014,10
83,100021,2015,2017,INV16324,2017-03-02,NV,3,1,349.0,349.0,349.0,5.855071922202427,10
84,100021,2015,2017,INV16624,2017-06-05,NV,6,1,650.0,650.0,650.0,6.476972362889683,10
85,100021,2015,2020,INV19016,2020-01-27,NV,1,5,599.0,2995.0,2995.0,8.00469951054955,10
86,100021,2015,2020,INV19393,2020-09-08,NV,27,6,2552.0,5104.0,5104.0,8.537779825024625,10
87,100021,2015,2020,INV19417,2020-09-15,NV,9,2,335.0,670.0,670.0,6.507277712385012,10
88,100022,2019,2019,INV18423,2019-05-20,CA,10,50,1298.0,32450.0,32450.0,10.387455722132236,1
89,100023,2015,2015,INV13309,2015-02-04,WA,4,2,10672.42,10672.42,10672.42,9.275418122703343,2
90,100023,2015,2019,INV18386,2019-05-01,WA,5,1,489.99,489.99,489.99,6.194384982733157,2
91,100024,2016,2016,INV15276,2016-05-17,CA,5,1,1250.0,1250.0,1250.0,7.1308988302963465,1
92,100025,2015,2015,INV13331,2015-02-11,CA,2,1,725.0,725.0,725.0,6.586171654854675,3
93,100025,2015,2017,INV16453,2017-04-12,CA,16,4,3247.0,3247.0,3247.0,8.085486772102845,3
94,100025,2015,2017,INV16768,2017-08-07,CA,24,12,2847.0,11388.0,11388.0,9.340315448397929,3
95,100026,2015,2015,INV13357,2015-02-16,NV,6,6,2624.0,5248.0,5248.0,8.565602330623925,9
96,100026,2015,2015,INV13723,2015-05-21,NV,10,4,560.0,1120.0,1120.0,7.02108396428914,9
97,100026,2015,2015,INV13966,2015-07-20,NV,7,2,601.0,1202.0,1202.0,7.091742115095153,9
98,100026,2015,2015,INV13971,2015-07-21,NV,7,2,280.0,560.0,560.0,6.327936783729195,9
99,100026,2015,2015,INV14716,2015-12-04,NV,12,2,165.0,330.0,330.0,5.799092654460526,9
100,100026,2015,2016,INV14985,2016-02-28,NV,2,1,639.0,639.0,639.0,6.459904454377535,9
101,100026,2015,2016,INV15879,2016-10-20,NV,10,2,632.0,1264.0,1264.0,7.142036574706803,9
102,100026,2015,2018,INV17679,2018-06-27,NV,6,1,799.0,799.0,799.0,6.683360945766275,9
103,100026,2015,2018,INV17750,2018-07-26,NV,7,1,599.0,599.0,599.0,6.395261598115449,9
104,100027,2016,2016,INV15186,2016-04-21,CA,4,3,3799.0,11397.0,11397.0,9.341105441855735,3
105,100027,2016,2016,INV15442,2016-06-30,CA,30,5,4115.0,4115.0,4115.0,8.32239411311117,3
106,100027,2016,2016,INV16091,2016-12-12,CA,24,4,798.0,1596.0,1596.0,7.3752557780097545,3
107,100028,2016,2016,INV15381,2016-06-20,VA,6,16,1075.0,17200.0,17200.0,9.752664662801545,1
108,100029,2020,2020,INV19285,2020-07-07,NV,7,1,3999.0,3999.0,3999.0,8.293799608846818,2
109,100029,2020,2020,INV19460,2020-09-28,NV,9,1,503.0,503.0,503.0,6.220590170099739,2
110,100030,2018,2018,INV17383,2018-02-09,WA,2,1,449.0,449.0,449.0,6.1070228877422545,1
111,100031,2017,2017,INV16769,2017-08-07,WA,8,6,1000.0,6000.0,6000.0,8.699514748210191,35
112,100031,2017,2017,INV16770,2017-08-07,WA,8,20,21.0,420.0,420.0,6.040254711277414,35
113,100031,2017,2017,INV16807,2017-08-17,WA,8,1,3000.0,3000.0,3000.0,8.006367567650246,35
114,100031,2017,2017,INV16959,2017-09-29,WA,9,6,3999.0,23994.0,23994.0,10.085559078074873,35
115,100031,2017,2018,INV17347,2018-01-31,WA,1,1,72.0,72.0,72.0,4.276666119016055,35
116,100031,2017,2018,INV17433,2018-03-06,WA,3,1,72.0,72.0,72.0,4.276666119016055,35
117,100031,2017,2018,INV17476,2018-03-26,WA,15,143,7111.0,232255.0,232255.0,12.355591184969645,35
118,100031,2017,2018,INV18094,2018-11-12,WA,11,35,30.49,1067.1499999999999,1067.15,6.972746822489577,35
119,100031,2017,2019,INV18219,2019-02-05,WA,2,1,510.0,510.0,510.0,6.234410725718371,35
120,100031,2017,2019,INV18249,2019-02-26,WA,2,1,340.0,340.0,340.0,5.8289456176102075,35
121,100031,2017,2019,INV18377,2019-04-29,CA,4,25,1060.0,26500.0,26500.0,10.184900011974314,35
122,100031,2017,2019,INV18407,2019-05-13,CA,10,175,2824.0,308315.0,308315.0,12.63887726659921,35
123,100031,2017,2019,INV18509,2019-06-27,CA,6,61,650.0,39650.0,39650.0,10.587846227062993,35
124,100031,2017,2019,INV18540,2019-07-17,CA,7,38,650.0,24700.0,24700.0,10.114558522616068,35
125,100031,2017,2019,INV18543,2019-07-19,CA,7,55,299.0,16445.0,16445.0,9.707776758623158,35
126,100031,2017,2019,INV18544,2019-07-18,WA,14,150,143.0,10285.0,10285.0,9.238441802087058,35
127,100031,2017,2019,INV18652,2019-08-22,WA,8,34,142.5,4845.0,4845.0,8.485702524324866,35
128,100031,2017,2019,INV18691,2019-08-29,CA,8,107,975.0,104325.0,104325.0,11.555266305459753,35
129,100031,2017,2019,INV18843,2019-10-24,WA,20,3,3735.0,6260.0,6260.0,8.741935464094144,35
130,100031,2017,2019,INV18851,2019-10-29,CA,30,118,1430.0,48530.0,48530.0,10.789937442399262,35
131,100031,2017,2019,INV18873,2019-11-07,CA,22,107,1950.0,104325.0,104325.0,11.555266305459753,35
132,100031,2017,2019,INV18916,2019-11-25,WA,11,1,4620.0,4620.0,4620.0,8.438149984075784,35
133,100031,2017,2019,INV18947,2019-12-17,WA,24,7,949.0,2795.0,2795.0,7.9355873855892,35
134,100031,2017,2020,INV19007,2020-01-23,WA,1,1,650.0,650.0,650.0,6.476972362889683,35
135,100031,2017,2020,INV19035,2020-02-05,WA,2,2,2499.0,4998.0,4998.0,8.516793111394898,35
136,100031,2017,2020,INV19098,2020-03-04,WA,3,2,2399.0,4798.0,4798.0,8.47595444339964,35
137,100031,2017,2020,INV19123,2020-03-24,WA,6,2,4790.0,4790.0,4790.0,8.474285690404962,35
138,100031,2017,2020,INV19132,2020-03-25,WA,15,19,965.99,2971.95,2971.95,7.996973582008377,35
139,100031,2017,2020,INV19144,2020-03-31,WA,3,1,8042.68,8042.68,8042.68,8.992517639963133,35
140,100031,2017,2020,INV19200,2020-05-15,CA,5,200,125.2,25040.0,25040.0,10.128229825214035,35
141,100031,2017,2020,INV19275,2020-06-30,WA,18,3,1352.5,1352.5,1352.5,7.209710010720636,35
142,100031,2017,2020,INV19278,2020-06-30,WA,12,2,750.0,750.0,750.0,6.620073206530356,35
143,100031,2017,2020,INV19294,2020-07-09,WA,7,2,749.0,1498.0,1498.0,7.311886164077165,35
144,100031,2017,2020,INV19479,2020-10-01,WA,10,15,359.0,5385.0,5385.0,8.591372589590488,35
145,100031,2017,2020,INV19568,2020-11-17,WA,11,15,13.75,206.25,206.25,5.32908902521479,35
146,100032,2015,2015,INV13884,2015-06-29,AK,30,6,5576.0,5675.0,5675.0,8.643825842349603,2
147,100032,2015,2015,INV13996,2015-07-27,AK,14,2,1160.0,1160.0,1160.0,7.05617528410041,2
148,100033,2015,2015,INV13313,2015-02-05,AK,2,4,195.0,780.0,780.0,6.659293919683638,4
149,100033,2015,2015,INV13314,2015-02-05,AK,2,3,195.0,585.0,585.0,6.371611847231857,4
150,100033,2015,2015,INV13797,2015-06-08,AK,6,4,99.0,396.0,396.0,5.981414211254481,4
151,100033,2015,2016,INV14862,2016-01-26,AK,1,25,99.0,2475.0,2475.0,7.813995675002791,4
152,100034,2018,2018,INV17783,2018-08-02,NV,24,3,1225.0,1225.0,1225.0,7.110696122978827,5
153,100034,2018,2019,INV18294,2019-03-20,NV,6,3,430.0,710.0,710.0,6.565264970035361,5
154,100034,2018,2019,INV18379,2019-04-30,NV,4,15,685.1,10276.5,10276.5,9.237615014111064,5
155,100034,2018,2019,INV18626,2019-08-13,NV,8,1,950.0,950.0,950.0,6.856461984594587,5
156,100034,2018,2020,INV19164,2020-04-20,NV,8,8,1263.1,4838.2,4838.2,8.484298029711969,5
157,100035,2018,2018,INV17707,2018-07-02,CA,14,2,799.0,799.0,799.0,6.683360945766275,1
158,100035,2018,2018,INV17707,2018-07-02,NV,7,1,2500.0,2500.0,2500.0,7.824046010856292,1
159,100036,2017,2017,INV16666,2017-06-19,CA,6,4,4349.0,17396.0,17396.0,9.76399557371753,6
160,100036,2017,2017,INV17101,2017-11-09,CA,11,1,599.0,599.0,599.0,6.395261598115449,6
161,100036,2017,2018,INV17512,2018-04-11,CA,8,2,4798.0,4798.0,4798.0,8.47595444339964,6
162,100036,2017,2018,INV17624,2018-06-04,CA,6,10,3999.0,39990.0,39990.0,10.596384701840863,6
163,100036,2017,2018,INV17699,2018-07-02,CA,28,40,2273.9799999999996,22739.800000000003,22739.800000000003,10.031871972191093,6
164,100036,2017,2018,INV17928,2018-09-17,CA,9,10,1150.0,11500.0,11500.0,9.350102314351341,6
165,100037,2015,2015,INV13925,2015-07-07,CA,7,10,900.0,9000.0,9000.0,9.104979856318357,84
166,100037,2015,2015,INV14070,2015-08-06,CA,32,26,644.74,5099.66,5099.66,8.536929149823429,84
167,100037,2015,2015,INV14244,2015-09-14,CA,18,4,625.0,1250.0,1250.0,7.1308988302963465,84
168,100037,2015,2016,INV15714,2016-09-15,CA,45,16,12911.99,14085.94,14085.94,9.552932415747796,84
169,100037,2015,2016,INV16074,2016-12-05,CA,48,4,4907.98,4907.98,4907.98,8.498617730842874,84
170,100037,2015,2016,INV16075,2016-12-05,CA,72,35,6292.969999999999,33758.82000000001,33758.82000000001,10.426996995492402,84
171,100037,2015,2016,INV16117,2016-12-21,CA,12,10,3999.0,39990.0,39990.0,10.596384701840863,84
172,100037,2015,2017,INV16144,2017-01-03,CA,1,1,2450.0,2450.0,2450.0,7.803843303538772,84
173,100037,2015,2017,INV16179,2017-01-23,CA,2,6,1490.0,5470.0,5470.0,8.607033895416027,84
174,100037,2015,2017,INV16543,2017-05-16,CA,20,8,1196.98,2393.96,2393.96,7.78070417754057,84
175,100037,2015,2017,INV16594,2017-05-25,CA,30,10,3091.9799999999996,4288.96,4288.96,8.363799558290133,84
176,100037,2015,2017,INV16611,2017-05-31,CA,25,8,3205.98,4332.97,4332.97,8.374008498106432,84
177,100037,2015,2017,INV16619,2017-05-31,CA,25,5,1666.98,1666.98,1666.98,7.418768885078342,84
178,100037,2015,2017,INV16641,2017-06-12,CA,24,4,1248.99,1248.99,1248.99,7.130090503688402,84
179,100037,2015,2017,INV16667,2017-06-19,CA,12,4,5148.0,10296.0,10296.0,9.239510749275963,84
180,100037,2015,2017,INV16668,2017-06-19,CA,6,1,7999.0,7999.0,7999.0,8.987071812848821,84
181,100037,2015,2017,INV16714,2017-07-06,CA,14,2,1245.0,1245.0,1245.0,7.126890808898808,84
182,100037,2015,2017,INV16721,2017-07-13,CA,7,1,2835.0,2835.0,2835.0,7.949797216161852,84
183,100037,2015,2017,INV16722,2017-07-13,CA,7,1,4950.0,4950.0,4950.0,8.507142855562735,84
184,100037,2015,2017,INV16723,2017-07-13,CA,7,1,3240.0,3240.0,3240.0,8.083328608786376,84
185,100037,2015,2017,INV16725,2017-07-13,CA,7,1,3230.0,3230.0,3230.0,8.080237416216702,84
186,100037,2015,2017,INV16726,2017-07-13,CA,7,1,4692.0,4692.0,4692.0,8.453614209773367,84
187,100037,2015,2017,INV16746,2017-07-31,CA,63,48,5717.98,25068.9,25068.9,10.129383313045713,84
188,100037,2015,2017,INV16827,2017-08-22,CA,32,8,18026.0,38495.0,38495.0,10.55828364171215,84
189,100037,2015,2017,INV16908,2017-09-13,CA,9,1,1215.0,1215.0,1215.0,7.102499355774649,84
190,100037,2015,2017,INV16921,2017-09-18,CA,9,4,599.0,2396.0,2396.0,7.78155595923534,84
191,100037,2015,2017,INV16964,2017-09-28,CA,18,16,310.0,2480.0,2480.0,7.8160138391590275,84
192,100037,2015,2017,INV17038,2017-10-18,CA,10,1,1400.0,1400.0,1400.0,7.24422751560335,84
193,100037,2015,2017,INV17054,2017-10-25,CA,340,34,37237.819999999985,37237.819999999985,37237.819999999985,10.52508019047236,84
194,100037,2015,2017,INV17064,2017-10-26,CA,40,4,2258.9799999999996,2258.9799999999996,2258.9799999999996,7.722668662953822,84
195,100037,2015,2018,INV17257,2018-01-04,CA,6,6,7000.0,7000.0,7000.0,8.85366542803745,84
196,100037,2015,2018,INV17429,2018-03-05,CA,3,5,49.99,249.95000000000002,249.95,5.521260897859579,84
197,100037,2015,2018,INV17431,2018-03-06,CA,3,9,249.0,2241.0,2241.0,7.714677473800927,84
198,100037,2015,2018,INV17478,2018-03-26,CA,12,6,3871.99,6824.99,6824.99,8.828346154850621,84
199,100037,2015,2018,INV17483,2018-03-27,CA,3,1,929.0,929.0,929.0,6.834108738813838,84
200,100037,2015,2018,INV17541,2018-04-23,CA,12,3,2729.99,2729.99,2729.99,7.912053225168633,84
201,100037,2015,2018,INV17638,2018-06-14,CA,6,6,165.0,990.0,990.0,6.897704943128636,84
202,100037,2015,2018,INV17670,2018-06-25,CA,18,12,6077.99,24311.96,24311.96,10.098723689317223,84
203,100037,2015,2018,INV17683,2018-06-27,CA,24,24,5777.98,34667.880000000005,34667.880000000005,10.453568888842915,84
204,100037,2015,2018,INV17780,2018-07-31,CA,7,6,876.0,5256.0,5256.0,8.567125560164447,84
205,100037,2015,2018,INV17927,2018-09-17,CA,27,20,2193.99,12371.92,12371.92,9.423184667570023,84
206,100037,2015,2018,INV18089,2018-11-08,CA,11,4,2970.0,11880.0,11880.0,9.382611592916636,84
207,100037,2015,2019,INV18798,2019-10-07,CA,30,3,406.0,406.0,406.0,6.0063531596017325,84
208,100037,2015,2019,INV18879,2019-11-12,CA,22,2,7098.0,7098.0,7098.0,8.867568333206442,84
209,100037,2015,2019,INV18925,2019-12-05,CA,24,2,1079.99,1079.99,1079.99,6.984707060816139,84
210,100037,2015,2019,INV18951,2019-12-17,CA,12,19,3999.0,75981.0,75981.0,11.238238588013258,84
211,100037,2015,2019,INV18952,2019-12-17,CA,12,17,3999.0,67983.0,67983.0,11.127012952903035,84
212,100037,2015,2019,INV18953,2019-12-17,CA,36,6,5498.99,10997.98,10997.98,9.30546689855365,84
213,100037,2015,2019,INV18954,2019-12-17,CA,12,3,3999.0,11997.0,11997.0,9.392411897514927,84
214,100037,2015,2019,INV18955,2019-12-17,CA,48,44,5578.98,61368.78,61368.78,11.024656515765633,84
215,100037,2015,2019,INV18970,2019-12-23,CA,60,68,3378.9799999999996,32792.66,32792.66,10.39795998884184,84
216,100037,2015,2019,INV18971,2019-12-23,CA,48,76,1928.98,36650.62,36650.62,10.509185623952066,84
217,100037,2015,2020,INV19027,2020-02-03,CA,4,30,2200.0,33000.0,33000.0,10.404262840448617,84
218,100037,2015,2020,INV19031,2020-02-05,CA,4,12,1799.0,5289.0,5289.0,8.57338447106598,84
219,100037,2015,2020,INV19039,2020-02-06,CA,4,4,428.99,857.98,857.98,6.7545807891929694,84
220,100037,2015,2020,INV19040,2020-02-06,CA,8,12,1928.98,5786.9400000000005,5786.9400000000005,8.663358933453734,84
221,100037,2015,2020,INV19042,2020-02-06,CA,2,17,1100.0,18700.0,18700.0,9.836278802842678,84
222,100037,2015,2020,INV19043,2020-02-06,CA,4,5,2200.0,5500.0,5500.0,8.612503371220562,84
223,100037,2015,2020,INV19145,2020-03-31,CA,12,20,1104.55,5522.75,5522.75,8.616631203622294,84
224,100037,2015,2020,INV19146,2020-03-31,CA,12,12,1104.55,3313.65,3313.65,8.105805579856304,84
225,100037,2015,2020,INV19159,2020-04-13,CA,20,5,5503.549999999999,5503.549999999999,5503.549999999999,8.613148617549824,84
226,100037,2015,2020,INV19160,2020-04-13,CA,4,3,4399.0,13197.0,13197.0,9.48774481001683,84
227,100037,2015,2020,INV19161,2020-04-13,CA,4,5,4399.0,21995.0,21995.0,9.99857043378282,84
228,100037,2015,2020,INV19239,2020-06-11,CA,12,6,1124.0,3372.0,3372.0,8.123261319121745,84
229,100037,2015,2020,INV19240,2020-06-11,CA,12,10,1124.0,5620.0,5620.0,8.634086942887738,84
230,100037,2015,2020,INV19241,2020-06-11,CA,12,2,1124.0,1124.0,1124.0,7.024649030453636,84
231,100037,2015,2020,INV19286,2020-07-07,CA,35,20,6873.5599999999995,27494.239999999998,27494.239999999998,10.221731807170542,84
232,100037,2015,2020,INV19396,2020-09-08,CA,27,12,6198.0,24792.0,24792.0,10.118276299467585,84
233,100037,2015,2020,INV19419,2020-09-15,CA,18,8,1199.99,4799.96,4799.96,8.476362863527926,84
234,100037,2015,2020,INV19430,2020-09-22,CA,27,12,5798.0,23192.0,23192.0,10.051562670601491,84
235,100037,2015,2020,INV19431,2020-09-24,CA,9,4,1150.0,4600.0,4600.0,8.433811582477187,84
236,100037,2015,2020,INV19477,2020-10-01,CA,10,4,79.99,319.96,319.96,5.768195987980621,84
237,100037,2015,2020,INV19525,2020-10-21,CA,20,206,5449.0,584188.0,584188.0,13.277978127814164,84
238,100037,2015,2020,INV19526,2020-10-21,CA,20,212,5449.0,592888.0,592888.0,13.29276078998988,84
239,100037,2015,2020,INV19527,2020-10-21,CA,10,84,3999.0,335916.0,335916.0,12.724616407690132,84
240,100037,2015,2020,INV19528,2020-10-21,CA,10,84,3999.0,335916.0,335916.0,12.724616407690132,84
241,100037,2015,2020,INV19529,2020-10-21,CA,10,84,3999.0,335916.0,335916.0,12.724616407690132,84
242,100037,2015,2020,INV19530,2020-10-21,CA,10,560,799.0,447440.0,447440.0,13.01129772949547,84
243,100037,2015,2020,INV19569,2020-11-17,CA,33,145,5278.0,330584.0,330584.0,12.70861606634369,84
244,100037,2015,2020,INV19573,2020-11-21,CA,33,116,4574.0,345116.0,345116.0,12.751635871384282,84
245,100037,2015,2020,INV19579,2020-11-24,CA,22,8,1199.99,4799.96,4799.96,8.476362863527926,84
246,100037,2015,2020,INV19584,2020-11-25,CA,11,70,799.0,55930.0,55930.0,10.931856187815633,84
247,100037,2015,2020,INV19621,2020-12-29,CA,24,77,1330.0,84835.0,84835.0,11.34846347247704,84
248,100037,2015,2020,INV19627,2020-12-31,CA,12,313,1450.0,453850.0,453850.0,13.025522025954773,84
249,100038,2015,2015,INV13674,2015-05-11,WA,20,4,1242.5,1242.5,1242.5,7.124880757970784,1
250,100039,2015,2015,INV13677,2015-05-11,nan,10,2,454.0,454.0,454.0,6.118097198041348,2
251,100039,2015,2016,INV15764,2016-09-26,NV,9,1,74.0,74.0,74.0,4.30406509320417,2
252,100040,2015,2015,INV14163,2015-08-28,WA,16,8,1573.6,6294.4,6294.4,8.747415628194739,10
253,100040,2015,2015,INV14266,2015-09-16,nan,9,4,105.0,420.0,420.0,6.040254711277414,10
254,100040,2015,2016,INV15537,2016-08-08,WA,8,1,795.0,795.0,795.0,6.678342114654332,10
