Customer ID,frequency,recency,T,monetary_value
100425,12.0,1360.0,2089.0,3203.7083333333335
100426,12.0,1393.0,2145.0,1105.5583333333334
100427,3.0,1295.0,2165.0,520.0
100430,7.0,492.0,1662.0,9970.0
100431,12.0,1401.0,2017.0,5619.639166666667
100432,1.0,57.0,976.0,2249.0
100433,3.0,1451.0,1907.0,863.3333333333334
100434,3.0,1470.0,1515.0,1121.0
100435,2.0,145.0,1905.0,1456.25
100436,1.0,608.0,2178.0,236.0
100437,1.0,50.0,191.0,500.0
100438,14.0,1980.0,2081.0,16962.85714285714
100440,4.0,187.0,1708.0,1515.795
100442,4.0,1378.0,2039.0,3024.0
100443,4.0,1241.0,1731.0,1460.0
100444,1.0,1499.0,1849.0,429.0
100445,3.0,907.0,1736.0,481.0
100446,8.0,1079.0,2148.0,3967.09375
100448,1.0,335.0,807.0,88.2
100450,1.0,230.0,588.0,297.0
100453,1.0,8.0,913.0,3145.0
100454,3.0,1541.0,1647.0,46596.0
100457,1.0,133.0,451.0,229.0
100458,1.0,371.0,1977.0,1899.0
100459,3.0,175.0,2061.0,4713.5
100460,4.0,1234.0,1361.0,1103.75
100462,1.0,76.0,1731.0,13298.0
100463,1.0,18.0,2051.0,99.16
100464,1.0,35.0,1704.0,899.0
100466,3.0,105.0,941.0,33098.473333333335
100468,3.0,1010.0,2016.0,11737.133333333333
100471,4.0,895.0,2074.0,356.0
100475,1.0,49.0,112.0,25911.22
100477,3.0,83.0,1647.0,11539.666666666666
100478,3.0,416.0,899.0,9615.666666666666
100479,7.0,1828.0,1907.0,13267.0
100480,113.0,2101.0,2150.0,60525.81893805309
100481,1.0,398.0,1953.0,1445.0
100482,1.0,43.0,1368.0,2475.0
100483,6.0,301.0,1582.0,3242.1666666666665
100484,3.0,837.0,1267.0,946.6666666666666
100485,4.0,1464.0,1515.0,5515.0
100486,2.0,437.0,1900.0,1335.75
100487,9.0,1338.0,1963.0,1224.5888888888887
100488,4.0,1195.0,1849.0,3867.145
100489,90.0,2056.0,2185.0,13292.51522222222
100490,4.0,1072.0,1205.0,2180.0
100492,9.0,828.0,1955.0,3220.1000000000004
100493,6.0,720.0,2156.0,4670.666666666667
100494,8.0,907.0,2156.0,12374.25
100495,5.0,1591.0,1920.0,842.6200000000001
100496,2.0,588.0,1960.0,971.5
100498,8.0,1265.0,2141.0,835.2249999999999
100499,6.0,1165.0,1920.0,30535.166666666668
100501,10.0,2077.0,2087.0,4906.7
100502,1.0,14.0,1360.0,3000.0
100504,4.0,343.0,2124.0,886.6
100505,2.0,73.0,1165.0,2730.0
100506,4.0,261.0,2159.0,2114.9325000000003
100507,1.0,47.0,1562.0,745.0
100508,4.0,1433.0,1897.0,2832.25
100509,2.0,959.0,1570.0,9591.4
100516,7.0,640.0,1200.0,37006.79857142857
100517,3.0,365.0,1998.0,1703.6666666666667
100518,3.0,1659.0,1925.0,7810.0
100519,1.0,39.0,1687.0,500.0
100520,3.0,752.0,1949.0,163.33333333333334
100521,1.0,825.0,2177.0,359.0
100523,4.0,218.0,2095.0,3219.0
100525,5.0,1301.0,2177.0,301.0
100526,2.0,58.0,947.0,375.0
100527,15.0,1772.0,2054.0,4740.6
100528,14.0,1609.0,1891.0,947.7557142857142
100529,8.0,1811.0,2141.0,1318.25
100530,6.0,737.0,2067.0,673.3333333333334
100532,2.0,770.0,2178.0,506.5
100533,1.0,81.0,1113.0,210744.0
100534,2.0,1134.0,1218.0,83027.0
100535,5.0,721.0,1652.0,4545.2
100538,8.0,1156.0,2178.0,1594.0
100543,1.0,26.0,1224.0,859.0
100548,1.0,113.0,1205.0,1370.0
100550,8.0,1666.0,1668.0,8456.25
100551,3.0,356.0,813.0,42163.333333333336
100552,3.0,146.0,1541.0,3084.6666666666665
100555,1.0,301.0,1199.0,9086.0
100556,2.0,636.0,1701.0,1395.5
100557,11.0,630.0,1829.0,1781.409090909091
100558,6.0,1840.0,1960.0,5640.666666666667
100559,2.0,252.0,2124.0,2917.2749999999996
100560,6.0,1308.0,1778.0,1253.6666666666667
100561,1.0,358.0,1113.0,55463.0
100562,1.0,1027.0,1618.0,4598.0
100564,1.0,100.0,1655.0,2615.0
100565,1.0,431.0,1316.0,5139.0
100568,75.0,2150.0,2178.0,11523.020933333331
100569,3.0,672.0,2103.0,1624.1866666666665
100572,1.0,126.0,1872.0,30.0
100574,5.0,1495.0,2142.0,5991.0
100576,2.0,1343.0,2185.0,2398.0
100580,6.0,1103.0,1657.0,3069.8333333333335
100581,1.0,28.0,92.0,58742.31
100585,2.0,715.0,2115.0,901.5
100587,5.0,511.0,2102.0,8485.4
100589,6.0,1309.0,1778.0,1559.5833333333333
100591,32.0,1994.0,2010.0,67631.7696875
100592,1.0,83.0,2165.0,78.24
100595,14.0,907.0,2096.0,2337.8571428571427
100596,1.0,11.0,1232.0,850.0
100597,1.0,34.0,336.0,475.0
100598,8.0,1527.0,1618.0,854.875
100599,1.0,21.0,1984.0,595.0
100600,1.0,620.0,1330.0,2370.0
100601,8.0,1126.0,2177.0,1503.6525000000001
100602,1.0,91.0,380.0,3500.0
100603,7.0,719.0,2155.0,2158.1428571428573
100604,3.0,479.0,1690.0,2232.6666666666665
100607,15.0,1316.0,1634.0,9825.986666666666
100609,108.0,2110.0,2173.0,40961.588333333326
100610,1.0,27.0,134.0,750.0
100611,3.0,97.0,184.0,1549.0500000000002
100613,6.0,1658.0,2162.0,4130.666666666667
100615,2.0,764.0,2080.0,42604.655
100616,39.0,1897.0,2185.0,32970.585384615384
100617,2.0,514.0,2068.0,6107.0
100618,1.0,43.0,1597.0,1100.0
100619,6.0,1046.0,2159.0,1104.6666666666667
100620,3.0,629.0,1625.0,20410.0
100621,1.0,295.0,318.0,1353.0
100622,1.0,3.0,1920.0,798.0
100624,6.0,659.0,751.0,36873.458333333336
100626,6.0,1813.0,1990.0,5597.833333333333
100627,3.0,1171.0,1220.0,685.0
100628,2.0,1520.0,1598.0,3971.75
100629,2.0,54.0,2038.0,1696.0
100631,1.0,4.0,348.0,328.37
100633,5.0,994.0,2173.0,438.8
100635,2.0,322.0,483.0,61188.23
100636,16.0,1860.0,2185.0,4955.078125
100638,2.0,189.0,1949.0,401.0
100639,59.0,2067.0,2165.0,20343.02186440678
100640,9.0,1441.0,1520.0,4892.388888888889
100642,1.0,1217.0,2066.0,677.06
100643,4.0,1988.0,2089.0,3770.5
100644,2.0,575.0,1122.0,300996.33499999996
100645,11.0,337.0,2122.0,5768.0
100650,4.0,1379.0,2024.0,6110.25
100651,1.0,15.0,1821.0,350.0
100652,2.0,50.0,2184.0,547.5
100653,1.0,16.0,94.0,4175.0
100654,1.0,78.0,157.0,13110.0
100655,1.0,110.0,617.0,88.2
100656,2.0,1001.0,1795.0,439.565
100658,6.0,339.0,1525.0,8936.458333333334
100659,8.0,1074.0,1228.0,1190.75
100661,1.0,493.0,962.0,4180.0
100663,1.0,33.0,1919.0,1999.0
100664,3.0,393.0,507.0,6328.933333333333
100667,1.0,94.0,269.0,4400.0
100668,14.0,2023.0,2102.0,2754.3185714285714
100669,44.0,2014.0,2185.0,20015.22840909091
100670,2.0,667.0,1934.0,2274.5
100671,8.0,1630.0,1955.0,1443.625
100673,2.0,21.0,94.0,17379.0
100675,9.0,513.0,1052.0,16104.638888888889
100676,1.0,28.0,499.0,1549.0
100682,1.0,265.0,1323.0,170.0
100683,2.0,184.0,1347.0,2292.5
100685,1.0,220.0,2166.0,450.0
100686,9.0,1095.0,1336.0,2635.1111111111113
100687,2.0,52.0,153.0,10535.0
100689,6.0,214.0,1442.0,19501.0
100692,15.0,994.0,2137.0,1301.8
100693,1.0,1349.0,1974.0,1599.0
100694,4.0,1141.0,1598.0,31411.25
100698,2.0,727.0,1926.0,337.5
100699,1.0,26.0,1198.0,144.0
100700,2.0,247.0,2171.0,965.0
100703,20.0,1986.0,2024.0,2292.3
100704,3.0,410.0,1708.0,1794.0
100707,5.0,392.0,1928.0,1005.4
100708,2.0,234.0,668.0,3137.0
100709,11.0,1778.0,1788.0,4882.181818181818
100710,2.0,1217.0,1339.0,422.025
100712,1.0,722.0,913.0,6000.0
100714,1.0,14.0,36.0,440.0
100715,5.0,1584.0,1808.0,24329.15
100716,2.0,328.0,1533.0,3333.5
100717,7.0,686.0,1183.0,11150.578571428572
100719,2.0,249.0,335.0,7998.0
100720,4.0,764.0,1205.0,8890.99
100721,6.0,697.0,1687.0,942.5
100722,1.0,187.0,1036.0,650.0
100723,2.0,36.0,507.0,13483.5
100724,1.0,354.0,1785.0,2117.5
100725,3.0,601.0,1386.0,2851.2666666666664
100726,16.0,679.0,1928.0,4085.4625
100729,1.0,37.0,1613.0,1000.0
100730,6.0,951.0,1428.0,1163.3416666666667
100733,9.0,1491.0,1900.0,2827.1111111111113
100734,11.0,1875.0,1891.0,6464.727272727273
100735,5.0,1918.0,1920.0,6936.0
100737,6.0,794.0,1242.0,19828.166666666668
100740,13.0,1731.0,1768.0,261939.38615384616
100741,12.0,1971.0,2183.0,2774.16
100744,8.0,1097.0,2155.0,1129.6125000000002
100745,7.0,1425.0,1988.0,4972.857142857143
100746,6.0,1191.0,2185.0,932.8666666666667
100747,3.0,2142.0,2178.0,10422.266666666668
100748,1.0,21.0,1781.0,2509.0
100750,3.0,1213.0,1893.0,581.0
100751,3.0,1214.0,1969.0,6391.666666666667
100752,4.0,95.0,1820.0,95450.0
100753,2.0,457.0,2012.0,3495.0
100754,6.0,1795.0,1907.0,1420.0
100755,2.0,1073.0,1768.0,1542.0
100756,7.0,1807.0,2060.0,4983.142857142857
100757,8.0,1582.0,2142.0,3280.3737499999997
100759,5.0,416.0,2162.0,797.92
100760,4.0,1197.0,1766.0,850.05
100761,2.0,123.0,2078.0,190.0
100763,16.0,1532.0,2177.0,1371.816875
100764,1.0,362.0,1267.0,20150.0
100765,1.0,63.0,2016.0,2960.0
100766,3.0,698.0,2029.0,2760.6666666666665
100767,5.0,1868.0,1917.0,941.6
100768,10.0,2053.0,2081.0,1712.0
100769,1.0,7.0,1213.0,500.0
100770,1.0,69.0,1919.0,1650.0
100771,10.0,1336.0,2155.0,1042.069
100772,3.0,782.0,1995.0,4597.333333333333
100774,2.0,1183.0,2150.0,797.5
100775,6.0,466.0,1330.0,18072.626666666667
100777,16.0,1463.0,1526.0,9010.84375
100780,11.0,1497.0,1940.0,2857.318181818182
100781,2.0,768.0,1553.0,352.0
100782,1.0,33.0,140.0,1162.0
100783,2.0,138.0,2072.0,2625.0
100785,1.0,98.0,2017.0,330.0
100786,1.0,44.0,2158.0,990.0
100787,5.0,820.0,2046.0,333.4
100789,1.0,238.0,2038.0,899.0
100790,2.0,548.0,1137.0,2249.5
100791,1.0,2.0,2082.0,1588.0
100794,14.0,1132.0,2170.0,3712.35
100795,2.0,143.0,1235.0,5638.05
100796,1.0,97.0,1766.0,489.0
100797,11.0,1050.0,1164.0,15917.59090909091
100798,1.0,17.0,766.0,1200.0
100799,20.0,1704.0,2117.0,4338.889499999999
100801,1.0,21.0,528.0,878.85
100804,3.0,302.0,1884.0,195.91333333333333
100806,13.0,542.0,1487.0,6893.615384615385
100807,1.0,108.0,1938.0,599.0
100809,27.0,2164.0,2173.0,37360.40740740741
100810,1.0,16.0,2150.0,877.4
100811,7.0,399.0,1694.0,1030.0
100813,10.0,2093.0,2143.0,17452.142
100814,1.0,795.0,1911.0,425.0
100815,3.0,479.0,1690.0,14663.0
100817,3.0,1509.0,2072.0,1425.0
100818,5.0,1358.0,2170.0,787.4
100819,3.0,650.0,1743.0,491.0
100821,13.0,1699.0,2155.0,1430.013846153846
100822,19.0,2063.0,2185.0,3441.315789473684
100824,2.0,574.0,976.0,39633.0
100825,1.0,118.0,2123.0,42.0
100827,2.0,533.0,680.0,5785.95
100830,2.0,142.0,2088.0,5992.5
100831,2.0,971.0,1548.0,2851.0
100832,3.0,1032.0,1434.0,13125.666666666666
100833,4.0,2109.0,2137.0,28863.75
100834,4.0,1376.0,1525.0,3116.9
100836,9.0,691.0,904.0,8764.805555555555
100837,10.0,1301.0,1576.0,2645.25
100839,1.0,72.0,1955.0,212.9
100841,2.0,85.0,1926.0,4704.0
100842,2.0,1231.0,1282.0,24910.5
100843,4.0,539.0,1281.0,13193.305
100844,2.0,19.0,57.0,50899.0
100845,1.0,70.0,1722.0,3850.0
100846,1.0,182.0,471.0,995.0
100847,20.0,1509.0,2072.0,3129.35
100848,19.0,1608.0,2162.0,3176.75
100849,6.0,1408.0,1417.0,5194.333333333333
100850,7.0,1909.0,1919.0,1790.857142857143
100852,2.0,288.0,1864.0,320.0
100853,1.0,34.0,2158.0,1980.0
100854,1.0,2.0,2151.0,99.0
100855,1.0,713.0,2185.0,230.0
100859,1.0,47.0,1938.0,1197.0
100860,1.0,29.0,535.0,2860.0
100861,4.0,1624.0,1781.0,7086.125
100862,13.0,2084.0,2122.0,9751.797692307691
100863,2.0,79.0,1990.0,925.0
100864,2.0,84.0,156.0,8688.5
100865,4.0,1714.0,2135.0,1067.75
100866,6.0,510.0,1667.0,12713.833333333334
100867,2.0,393.0,1235.0,1131.5
100868,6.0,978.0,2170.0,397.5
100869,3.0,628.0,2143.0,423.32666666666665
100870,1.0,40.0,154.0,1500.0
100871,3.0,1582.0,1739.0,14001.333333333334
100872,1.0,730.0,1891.0,2586.0
100873,2.0,63.0,1991.0,252.5
100875,5.0,175.0,2018.0,2776.2
100877,3.0,122.0,1952.0,19077.826666666668
100878,2.0,722.0,1884.0,694.5
100880,2.0,397.0,2185.0,104.5
100881,3.0,306.0,1938.0,2506.0
100882,3.0,211.0,2185.0,1250.6666666666667
100885,2.0,89.0,2143.0,1718.0
100886,3.0,202.0,699.0,9430.0
100887,2.0,1521.0,1760.0,905.0
100888,2.0,56.0,1094.0,600.0
100889,4.0,607.0,896.0,31798.5
100890,7.0,1450.0,2149.0,3012.0
100896,11.0,1127.0,2159.0,682.4545454545455
100898,16.0,1769.0,2009.0,3289.6875
100900,2.0,437.0,920.0,1043.05
100901,4.0,778.0,2005.0,1473.0
100902,13.0,595.0,2150.0,2723.846153846154
100905,9.0,777.0,2107.0,937.6666666666666
100906,3.0,334.0,2072.0,599.0
100907,17.0,1037.0,2165.0,2110.3529411764707
100908,6.0,592.0,2107.0,798.6666666666666
100909,4.0,144.0,2177.0,10086.795
100910,1.0,12.0,825.0,87.0
100911,4.0,1172.0,2033.0,781.325
100919,2.0,937.0,1582.0,1419.0
100921,2.0,478.0,1220.0,2362.0
100923,7.0,438.0,535.0,6823.285714285715
100926,1.0,196.0,2109.0,229.45
100929,1.0,34.0,2018.0,1876.0
100932,10.0,2123.0,2159.0,5094.727000000001
100933,2.0,155.0,654.0,40375.0
100934,3.0,140.0,1297.0,8905.666666666666
100935,1.0,5.0,348.0,2499.0
100936,5.0,1121.0,2143.0,1106.328
100938,1.0,373.0,2166.0,297.0
100939,9.0,629.0,2162.0,4990.777777777777
100941,1.0,651.0,745.0,3000.0
100943,2.0,74.0,1280.0,24865.0
100946,19.0,2072.0,2170.0,3741.086842105263
100948,1.0,211.0,1899.0,756.0
100949,1.0,277.0,2165.0,162.0
100950,4.0,1068.0,1889.0,1237.5
100951,1.0,41.0,2029.0,2200.0
100955,9.0,824.0,2163.0,2794.1111111111113
100958,6.0,1572.0,2155.0,1000.6666666666666
100960,1.0,399.0,1835.0,299.0
100965,3.0,560.0,2075.0,952.8133333333334
100966,6.0,1788.0,2043.0,1987.5166666666667
100967,1.0,254.0,1319.0,228.0
100968,5.0,1911.0,2018.0,5039.2
100970,5.0,1900.0,2141.0,13263.2
100971,8.0,713.0,1219.0,7228.125
100972,1.0,1904.0,2166.0,1099.0
