,Customer ID,Customer,Type,Date,Year,Month,Document Number,Description,Qty,Unit Price,Sales Total,Revenue,State
19,100625,Nome Public Schools,Invoice,2017-07-06,2017,7,INV16708,K-6 Supplemental Content Package (2011) (Renewal),1,250.0,250.0,250.0,AK
20,100625,Nome Public Schools,Invoice,2017-07-06,2017,7,INV16708,Math'scool Content Package (Renewal),1,500.0,500.0,500.0,AK
21,100625,Nome Public Schools,Invoice,2017-07-06,2017,7,INV16708,"SAFARI Montage Learning Object Repository Annual School License Renewal - Interoperability Support Service - SAFARI Montage LOR Exchange Proxy Server Software - Annual software upgrades and tech support for CreationStation, Managed Home Access, Multi-Format Auto-Converter - Excludes hardware. Annual software upgrades and tech support for CreationStation, Managed Home Access, Multi-Format Auto-Converter. Excludes hardware. SIS integration via OneRoster requires a LOR Lesson Presenter Annual License in addition to Interoperability Support Services (ISS) LOR Renewal Period: 08/30/2017/08/29/2018",1,1500.0,1500.0,1500.0,AK
22,100625,Nome Public Schools,Invoice,2016-06-23,2016,6,INV15403,"PRM-10/20 replacement bulb (a 6"" lens offet to the left side of the projector). Also compatible with SU70, XU73, XU74, XU83, XU84, XU86, XU87 & XL40 projectors. (AKA POA-LMP126 or L1039)",3,115.0,345.0,345.0,AK
23,100625,Nome Public Schools,Invoice,2016-07-13,2016,7,INV15462,SAFARI Montage K-6 Supplemental Content Package - Renewals Only,1,250.0,250.0,250.0,AK
24,100625,Nome Public Schools,Invoice,2016-07-13,2016,7,INV15462,"SAFARI Montage Learning Object Repository Annual School License Renewal - Interoperability Support Service - SAFARI Montage LOR Exchange Proxy Server Software - Annual software upgrades and tech support for CreationStation, Managed Home Access, Multi-Format Auto-Converter - Excludes hardware",1,1500.0,1500.0,1500.0,AK
25,100625,Nome Public Schools,Invoice,2016-07-13,2016,7,INV15462,SAFARI Montage Math's Cool Package (Renewal,1,500.0,500.0,500.0,AK
26,100625,Nome Public Schools,Invoice,2016-07-13,2016,7,INV15462,Safari Montage Video Ency 20th Century Content Package (renewal),1,295.0,295.0,295.0,AK
27,100625,Nome Public Schools,Invoice,2016-07-13,2016,7,INV15462,SAFARI Montage Visual Dictionary Interactive Image Package (Renewal),1,295.0,295.0,295.0,AK
28,100625,Nome Public Schools,Invoice,2016-07-13,2016,7,INV15462,SAFARI Montage-Additional Schlessinger Media 9-12 Content Package (Renewal),1,295.0,295.0,295.0,AK
29,100625,Nome Public Schools,Invoice,2015-07-21,2015,7,INV13968,Algebra'scool Content Package (Renewal),1,500.0,500.0,500.0,AK
30,100625,Nome Public Schools,Invoice,2015-07-21,2015,7,INV13968,"BUDGETARY QUOTE  SAFARI Montage Learning Object Repository Annual School License  * Includes CreationStation, Auto-converter for all uploads, Managed Home Access (MHA) for all users, Software Upgrade Plan (SUP) for all included software, Interoperability Support Services,Proxy Server Software, and SAFARI Montage LOR Exchange ; excludes hardware.  * One School, One Building",1,1500.0,1500.0,1500.0,AK
31,100625,Nome Public Schools,Invoice,2015-07-21,2015,7,INV13968,K-12 Super CORE Content Package (2011) (Renewal),1,2500.0,2500.0,2500.0,AK
32,100625,Nome Public Schools,Invoice,2015-07-21,2015,7,INV13968,K-6 Supplemental Content Package (2011) (Renewal),1,495.0,495.0,495.0,AK
33,100625,Nome Public Schools,Invoice,2015-07-21,2015,7,INV13968,Video Ency 20th Century Content Package (Renewal),1,295.0,295.0,295.0,AK
34,100625,Nome Public Schools,Invoice,2015-07-21,2015,7,INV13968,Visual Dictionary Interactive Image Package (Renewal),1,295.0,295.0,295.0,AK
35,100002,AGC Apprenticeship & Training,Invoice,2020-07-07,2020,7,INV19281,TRUTOUCH Mobile Stand,1,424.0,424.0,424.0,CA
36,100002,AGC Apprenticeship & Training,Invoice,2020-07-07,2020,7,INV19281,TRUTOUCH On-Board Computer i7 8G PC Module,1,1049.0,1049.0,1049.0,CA
37,100037,Antelope Valley High School District,Invoice,2020-07-07,2020,7,INV19286,"1300-2103 Cable, 3', Cat6, w/Molded Boot, Non-Plenum, Black 1  3000-0473 Amp, CA-60 1  3000-0600 Sensor, AE Logo, XD Receiver, SRC14 1  3010-0103 Power Supply, Wall Mount 24VDC 2A 1  3100-0601 Mic, AE, XD Teardrop, STD14 1 3100-0650 Mic, XD Handheld, SHH14, 1  3110-0012 Charger, Dual USB Wall Mount Charger Block, for XD Mics 1  3120-0006 Battery Li-iON Battery Pack, 3.7V 700 mAh 2.6 Wh for XD Mics 2  3200-0002 Cable, 75', Speaker Wire, Plenum Rated 1  3200-0003 Cable, 50', Speaker Wire, Plenum Rated 1  3210-0075 Cable, 35', 3.5 to 3.5 M/M Low Profile, 40517, Plenum Rated, Shielded 1  3210-0104 Cable, 15',Plenum Power cable w/2 Spade Lugs to bare wires- use w/3010-0103- for CA-60 1  3210-0206 Cable, 6', USB 2.0 A Male to Micro-USB B Male, for XD Mics 2  3300-0043 Tile Bridge, CS-12 4  3300-0044 Speaker, CS-12, Ceiling Speaker, Plenum Rated Back Can 4",4,1450.0,5800.0,5800.0,CA
38,100037,Antelope Valley High School District,Invoice,2020-03-31,2020,3,INV19145,ActivConnect OPS - AP PC for Android.,5,0.0,0.0,0.0,CA
39,100037,Antelope Valley High School District,Invoice,2020-03-31,2020,3,INV19146,ActivConnect OPS - AP PC for Android.,3,0.0,0.0,0.0,CA
40,100037,Antelope Valley High School District,Invoice,2020-04-13,2020,4,INV19159,ActivConnect OPS - AP PC for Android.,1,0.0,0.0,0.0,CA
41,100037,Antelope Valley High School District,Invoice,2020-07-07,2020,7,INV19286,ActivConnect OPS - AP PC for Android.,4,0.0,0.0,0.0,CA
42,100037,Antelope Valley High School District,Invoice,2020-09-08,2020,9,INV19396,ActivConnect OPS - AP PC for Android.,4,0.0,0.0,0.0,CA
43,100037,Antelope Valley High School District,Invoice,2020-06-11,2020,6,INV19240,"ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel *   *only stand compatible with 65"" panel.",5,549.0,2745.0,2745.0,CA
44,100037,Antelope Valley High School District,Invoice,2020-06-11,2020,6,INV19241,"ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel *   *only stand compatible with 65"" panel.",1,549.0,549.0,549.0,CA
45,100037,Antelope Valley High School District,Invoice,2020-06-11,2020,6,INV19239,"ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel *   *only stand compatible with 65"" panel.",3,549.0,1647.0,1647.0,CA
46,100037,Antelope Valley High School District,Invoice,2020-04-13,2020,4,INV19160,"ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",3,4399.0,13197.0,13197.0,CA
47,100037,Antelope Valley High School District,Invoice,2020-07-07,2020,7,INV19286,"ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",4,4399.0,17596.0,17596.0,CA
48,100037,Antelope Valley High School District,Invoice,2020-09-08,2020,9,INV19396,"ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",4,4399.0,17596.0,17596.0,CA
49,100037,Antelope Valley High School District,Invoice,2020-09-22,2020,9,INV19430,"ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",4,3999.0,15996.0,15996.0,CA
50,100037,Antelope Valley High School District,Invoice,2020-11-17,2020,11,INV19569,"ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC    **PEPPM Contract 528899-123 Promethean**",68,3999.0,271932.0,271932.0,CA
51,100037,Antelope Valley High School District,Invoice,2020-09-22,2020,9,INV19430,"AE Sentinel Classroom System SP-9104: CS-12 (4) Ceiling Speaker Kit (1 each)  XD-9001: XD Receiver with 3' Cat6 Kit (1 each)  XD-9025: Microphone XD Teardrop Mic Kit (1 each)  AM-9001: CA-60A Amplifier, Power Supply and Power Cable with Spade Lugs Only (1 each)  XD-9050: Microphone XD Handheld Mic Kit (1 each)",4,1450.0,5800.0,5800.0,CA
52,100037,Antelope Valley High School District,Invoice,2020-10-21,2020,10,INV19526,"AE Sentinel Classroom System SP-9104: CS-12 (4) Ceiling Speaker Kit (1 each)  XD-9001: XD Receiver with 3' Cat6 Kit (1 each)  XD-9025: Microphone XD Teardrop Mic Kit (1 each)  AM-9001: CA-60A Amplifier, Power Supply and Power Cable with Spade Lugs Only (1 each)  XD-9050: Microphone XD Handheld Mic Kit (1 each)   **PEPPM Contract 529461-006 Audio Enhancement**",100,1450.0,145000.0,145000.0,CA
53,100037,Antelope Valley High School District,Invoice,2020-10-21,2020,10,INV19525,"AE Sentinel Classroom System SP-9104: CS-12 (4) Ceiling Speaker Kit (1 each)  XD-9001: XD Receiver with 3' Cat6 Kit (1 each)  XD-9025: Microphone XD Teardrop Mic Kit (1 each)  AM-9001: CA-60A Amplifier, Power Supply and Power Cable with Spade Lugs Only (1 each)  XD-9050: Microphone XD Handheld Mic Kit (1 each)   **PEPPM Contract 529461-006 Audio Enhancement**",94,1450.0,136300.0,136300.0,CA
54,100037,Antelope Valley High School District,Invoice,2020-12-31,2020,12,INV19627,"AE Sentinel Classroom System SP-9104: CS-12 (4) Ceiling Speaker Kit (1 each)  XD-9001: XD Receiver with 3' Cat6 Kit (1 each)  XD-9025: Microphone XD Teardrop Mic Kit (1 each)  AM-9001: CA-60A Amplifier, Power Supply and Power Cable with Spade Lugs Only (1 each)  XD-9050: Microphone XD Handheld Mic Kit (1 each)   **PEPPM Contract 529461-006 Audio Enhancement**",313,1450.0,453850.0,453850.0,CA
55,100037,Antelope Valley High School District,Invoice,2020-09-08,2020,9,INV19396,Audio Enhancement Sentinel XD System Pal - 4 Ceiling Speakers (KIT) SP-9104 CS-12 (4) Ceiling Speaker Kit  SP-0001 CS-12 Ceiling Speaker Plenum Tile Bridge AC-0002 75' Plenum Speaker Wire  AC-0003 50' Plenum Speaker Wire  XD-9001 XD Receiver with 3' cat6 kit  XD-0601 Sensor AE Logo XD Receiver SRC14 AC-0102 3' cat6 Plenum black  XD-9025 Microphone XD Teardrop Mic Kit  XD-0701 AE XD Teardrop STD14 XD-5011 Dual USB Wall Mount Charger Block XD XD-5021 6' USB 2.0 A Male to Micro-USB B Male XD XD-5001 Li-iON Battery Pack 3.7V 700 mAh 2.6 Wh AM-9001 CA-60A Amp Kit AC-1002 Power Supply Wall Mount 24VDC 2A AC-1003 15' plnm Power Cable Spade Lug  AM-0102 CA-60A  XD-9050 XD Handheld Kit  XD-0801 XD Handheld SHH14 XD-5001 Li-iON Battery Pack 3.7V 700 mAh 2.6Wh XD-58021 6' USB 2.0 A Male to Micro USB B Male XD,4,1450.0,5800.0,5800.0,CA
56,100037,Antelope Valley High School District,Invoice,2020-11-24,2020,11,INV19579,"Certified Professional Installation of ActivPanel, Wall Mount, Chromebox, Webcam, Audio Enhancement with 4 Ceiling Speakers. Data run from existing port in room.  All cabling and raceway included",4,1150.0,4600.0,4600.0,CA
57,100037,Antelope Valley High School District,Invoice,2020-09-24,2020,9,INV19431,"Certified Professional Installation of ActivPanels and wall mount, Lenovo Micro PC behind panels (right side), webcam, audio enhancement with 4 ceiling speaker. All cabling and raceway included.                   ***Desert Winds HS***  **DigitalEdge Contract #ESD112-DE-16A*",4,1150.0,4600.0,4600.0,CA
58,100037,Antelope Valley High School District,Invoice,2020-09-15,2020,9,INV19419,"Certified Professional Installation of ActivPanels and wall mount, Lenovo Micro PC behind panels (right side), webcam, audio enhancement with 4 ceiling speaker. All cabling and raceway included.                   ***Rex Parris HS***  **DigitalEdge Contract #ESD112-DE-16A*",4,1150.0,4600.0,4600.0,CA
59,100037,Antelope Valley High School District,Invoice,2020-06-11,2020,6,INV19240,Certified Professional Installation of ActivPanels with ActivConnect OPS and all necessary cabling on ProColor Mobile Carts    ***Eastside HS*** **DigitalEdge Contract #ESD112-DE-16A**,5,575.0,2875.0,2875.0,CA
60,100037,Antelope Valley High School District,Invoice,2020-06-11,2020,6,INV19239,Certified Professional Installation of ActivPanels with ActivConnect OPS and all necessary cabling on ProColor Mobile Carts    ***Eastside HS*** **DigitalEdge Contract #ESD112-DE-16A**,3,575.0,1725.0,1725.0,CA
61,100037,Antelope Valley High School District,Invoice,2020-06-11,2020,6,INV19241,Certified Professional Installation of ActivPanels with ActivConnect OPS and all necessary cabling on ProColor Mobile Carts    ***Eastside HS*** **DigitalEdge Contract #ESD112-DE-16A**,1,575.0,575.0,575.0,CA
62,100037,Antelope Valley High School District,Invoice,2020-12-29,2020,12,INV19621,"Certified Professional Integration of Activpanel and wall mount in to existing classroom infrastructure including audio system and data run from existing port. Includes all cables, raceway and power strips to complete install to district standards.      **PEPPM Contract 528899-123 Promethean**",68,1235.0,83980.0,83980.0,CA
63,100037,Antelope Valley High School District,Invoice,2020-10-21,2020,10,INV19528,"Container Antelope Valley HS  ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",84,3999.0,335916.0,335916.0,CA
64,100037,Antelope Valley High School District,Invoice,2020-10-21,2020,10,INV19527,"Container Lancaster HS  ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",84,3999.0,335916.0,335916.0,CA
65,100037,Antelope Valley High School District,Invoice,2020-10-21,2020,10,INV19529,"Container Quartz Hill HS ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",84,3999.0,335916.0,335916.0,CA
66,100037,Antelope Valley High School District,Invoice,2020-11-21,2020,11,INV19573,"Container William J Pete Knight HS ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",84,3999.0,335916.0,335916.0,CA
67,100037,Antelope Valley High School District,Invoice,2020-02-06,2020,2,INV19043,Desert Winds High School - Certified Professional Integration of Activpanel and wall mount in to existing classroom infrastructure including audio system and data run from existing port.,3,1100.0,3300.0,3300.0,CA
68,100037,Antelope Valley High School District,Invoice,2020-02-06,2020,2,INV19042,Highland High School - Certified Professional Integration of Activpanel and wall mount in to existing classroom infrastructure including audio system and data run from existing port.,17,1100.0,18700.0,18700.0,CA
69,100037,Antelope Valley High School District,Invoice,2020-02-03,2020,2,INV19027,Lancaster High School - Certified Professional Integration of Activpanel and wall mount in to existing classroom infrastructure including audio system and data run from existing port.,11,1100.0,12100.0,12100.0,CA
70,100037,Antelope Valley High School District,Invoice,2020-02-06,2020,2,INV19040,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,3,49.99,149.97,149.97,CA
71,100037,Antelope Valley High School District,Invoice,2020-03-31,2020,3,INV19146,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,3,49.99,149.97,149.97,CA
72,100037,Antelope Valley High School District,Invoice,2020-03-31,2020,3,INV19145,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,5,49.99,249.95000000000002,249.95,CA
73,100037,Antelope Valley High School District,Invoice,2020-04-13,2020,4,INV19159,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,1,49.99,49.99,49.99,CA
74,100037,Antelope Valley High School District,Invoice,2020-07-07,2020,7,INV19286,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,4,49.99,199.96,199.96,CA
75,100037,Antelope Valley High School District,Invoice,2020-09-15,2020,9,INV19419,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,4,49.99,199.96,199.96,CA
76,100037,Antelope Valley High School District,Invoice,2020-11-24,2020,11,INV19579,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,4,49.99,199.96,199.96,CA
77,100037,Antelope Valley High School District,Invoice,2020-03-31,2020,3,INV19146,Lenovo Tiny VESA Mount II- system mounting bracket. System mounting bracket - for ThinkCentre M700; M715q; M72e; M900; M92; M92p; M93p,3,25.57,76.71000000000001,76.71,CA
78,100037,Antelope Valley High School District,Invoice,2020-03-31,2020,3,INV19145,Lenovo Tiny VESA Mount II- system mounting bracket. System mounting bracket - for ThinkCentre M700; M715q; M72e; M900; M92; M92p; M93p,5,25.57,127.85,127.85,CA
79,100037,Antelope Valley High School District,Invoice,2020-04-13,2020,4,INV19159,Lenovo Tiny VESA Mount II- system mounting bracket. System mounting bracket - for ThinkCentre M700; M715q; M72e; M900; M92; M92p; M93p,1,25.57,25.57,25.57,CA
80,100037,Antelope Valley High School District,Invoice,2020-07-07,2020,7,INV19286,Lenovo Tiny VESA Mount II- system mounting bracket. System mounting bracket - for ThinkCentre M700; M715q; M72e; M900; M92; M92p; M93p,4,25.57,102.28,102.28,CA
81,100037,Antelope Valley High School District,Invoice,2020-02-06,2020,2,INV19039,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,2,79.99,159.98,159.98,CA
82,100037,Antelope Valley High School District,Invoice,2020-02-06,2020,2,INV19040,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,3,79.99,239.96999999999997,239.97,CA
83,100037,Antelope Valley High School District,Invoice,2020-03-31,2020,3,INV19146,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,3,79.99,239.96999999999997,239.97,CA
84,100037,Antelope Valley High School District,Invoice,2020-03-31,2020,3,INV19145,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,5,79.99,399.95,399.95,CA
85,100037,Antelope Valley High School District,Invoice,2020-04-13,2020,4,INV19159,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,1,79.99,79.99,79.99,CA
86,100037,Antelope Valley High School District,Invoice,2020-10-01,2020,10,INV19477,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,4,79.99,319.96,319.96,CA
87,100037,Antelope Valley High School District,Invoice,2020-02-05,2020,2,INV19031,Promethean Chromebox,11,349.0,3839.0,3839.0,CA
88,100037,Antelope Valley High School District,Invoice,2020-02-06,2020,2,INV19039,Promethean Chromebox,2,349.0,698.0,698.0,CA
89,100037,Antelope Valley High School District,Invoice,2020-02-06,2020,2,INV19040,Promethean Chromebox,3,349.0,1047.0,1047.0,CA
90,100037,Antelope Valley High School District,Invoice,2020-09-08,2020,9,INV19396,Promethean Chromebox,4,349.0,1396.0,1396.0,CA
91,100037,Antelope Valley High School District,Invoice,2020-09-22,2020,9,INV19430,Promethean Chromebox,4,349.0,1396.0,1396.0,CA
92,100037,Antelope Valley High School District,Invoice,2020-11-21,2020,11,INV19573,Promethean Fixed height mobile stand for use with ActivPanel   **PEPPM Contract 528899-123 Promethean**,16,480.0,7680.0,7680.0,CA
93,100037,Antelope Valley High School District,Invoice,2020-11-17,2020,11,INV19569,Promethean Fixed height mobile stand for use with ActivPanel  **PEPPM Contract 528899-123 Promethean**,9,480.0,4320.0,4320.0,CA
94,100037,Antelope Valley High School District,Invoice,2020-11-25,2020,11,INV19584,Promethean OPS-M (no OS preinstalled)  **PEPPM contract 528899-123 Promethean**,70,799.0,55930.0,55930.0,CA
95,100037,Antelope Valley High School District,Invoice,2020-11-17,2020,11,INV19569,Promethean OPS-M (no OS preinstalled)  *PEPPM contract 528899-123 Promethean**,68,799.0,54332.0,54332.0,CA
96,100037,Antelope Valley High School District,Invoice,2020-10-21,2020,10,INV19530,Promethean OPS-M (Win 10 IoT preinstalled)  **PEPPM contract 528899-123 Promethean**,560,799.0,447440.0,447440.0,CA
97,100037,Antelope Valley High School District,Invoice,2020-11-21,2020,11,INV19573,Promethean Side Mounted Laptop Shelf,16,95.0,1520.0,1520.0,CA
98,100037,Antelope Valley High School District,Invoice,2020-12-29,2020,12,INV19621,Promethean Side Mounted Laptop Shelf     **PEPPM Contract 528899-123 Promethean**,9,95.0,855.0,855.0,CA
99,100037,Antelope Valley High School District,Invoice,2020-02-03,2020,2,INV19027,Quartz Hill High School - Certified Professional Integration of Activpanel and wall mount in to existing classroom infrastructure including audio system and data run from existing port.,19,1100.0,20900.0,20900.0,CA
100,100037,Antelope Valley High School District,Invoice,2020-02-06,2020,2,INV19043,Rex Parris High School -  Certified Professional Integration of Activpanel and wall mount in to existing classroom infrastructure including audio system and data run from existing port.,2,1100.0,2200.0,2200.0,CA
101,100037,Antelope Valley High School District,Invoice,2020-03-31,2020,3,INV19146,"ThinkCentre M920q, Intel Core i5-8500T, Windows 10 Pro 64, 8GB, 10RS",3,949.0,2847.0,2847.0,CA
102,100037,Antelope Valley High School District,Invoice,2020-03-31,2020,3,INV19145,"ThinkCentre M920q, Intel Core i5-8500T, Windows 10 Pro 64, 8GB, 10RS",5,949.0,4745.0,4745.0,CA
103,100037,Antelope Valley High School District,Invoice,2020-04-13,2020,4,INV19159,"ThinkCentre M920q, Intel Core i5-8500T, Windows 10 Pro 64, 8GB, 10RS",1,949.0,949.0,949.0,CA
104,100037,Antelope Valley High School District,Invoice,2020-07-07,2020,7,INV19286,"ThinkCentre M920q, Intel Core i5-8500T, Windows 10 Pro 64, 8GB, 10RS",4,949.0,3796.0,3796.0,CA
105,100037,Antelope Valley High School District,Invoice,2020-10-21,2020,10,INV19525,"Truck load Highland HS  ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",112,3999.0,447888.0,447888.0,CA
106,100037,Antelope Valley High School District,Invoice,2020-10-21,2020,10,INV19526,"Truck Load Palmdale HS ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",112,3999.0,447888.0,447888.0,CA
107,100037,Antelope Valley High School District,Invoice,2019-12-23,2019,12,INV18970,"1300-1215 Cable, 7', Cat6, Plenum Rated  3000-0473 Amp, CA-60  3000-0600 Sensor, XD Receiver, SRC14  3010-0103 Power Supply, Wall Mount 24VDC 2A  3100-0601 Mic, AE, XD Teardrop, STD14  3100-0650 Mic, XD Handheld, SHH14,  3110-0012 Charger, Dual USB Wall Mount Charger Block, for XD Mics  3120-0006 Battery Li-iON Battery Pack, 3.7V 700 mAh 2.6 Wh for XD Mics  3200-0002 Cable, 75', Speaker Wire, Plenum Rated  3200-0003 Cable, 50', Speaker Wire, Plenum Rated  3210-0104 Cable, 15',Plenum Power cable w/2 Spade Lugs to bare wires- use w/3010-0103- for CA-60  3210-0206 Cable, 6', USB 2.0 A Male to Micro-USB B Male, for XD Mics  3300-0003 Speaker, Wall, WS-09",7,1450.0,10150.0,10150.0,CA
108,100037,Antelope Valley High School District,Invoice,2019-12-17,2019,12,INV18953,"1300-2103 Cable, 3', Cat6, w/Molded Boot, Non-Plenum, Black 1  3000-0473 Amp, CA-60 1  3000-0600 Sensor, AE Logo, XD Receiver, SRC14 1  3010-0103 Power Supply, Wall Mount 24VDC 2A 1  3100-0601 Mic, AE, XD Teardrop, STD14 1 3100-0650 Mic, XD Handheld, SHH14, 1  3110-0012 Charger, Dual USB Wall Mount Charger Block, for XD Mics 1  3120-0006 Battery Li-iON Battery Pack, 3.7V 700 mAh 2.6 Wh for XD Mics 2  3200-0002 Cable, 75', Speaker Wire, Plenum Rated 1  3200-0003 Cable, 50', Speaker Wire, Plenum Rated 1  3210-0075 Cable, 35', 3.5 to 3.5 M/M Low Profile, 40517, Plenum Rated, Shielded 1  3210-0104 Cable, 15',Plenum Power cable w/2 Spade Lugs to bare wires- use w/3010-0103- for CA-60 1  3210-0206 Cable, 6', USB 2.0 A Male to Micro-USB B Male, for XD Mics 2  3300-0043 Tile Bridge, CS-12 4  3300-0044 Speaker, CS-12, Ceiling Speaker, Plenum Rated Back Can 4",2,1450.0,2900.0,2900.0,CA
