,Customer ID,frequency,recency,T,monetary_value,prob_alive,pred_purchases,exp_avg_order_value,Predicted next year sales,CLT Sales,CLTV,Cohort Yr
21,100033,2.0,355.0,2156.0,1435.5,0.020004054077917485,0.011270966229615705,1486.2612932175637,16.751600844240127,91.40034443674102,23.764089553552665,2015
22,100034,4.0,627.0,882.0,4193.675,0.6071684495705006,1.0344686363413036,4261.501702727396,4408.389855186553,19636.685816058605,5105.5383121752375,2018
23,100036,5.0,455.0,1291.0,15925.36,0.03639920423962589,0.05472944981811815,16124.776127224173,882.5001258833049,4263.630102409281,1108.543826626413,2017
24,100037,58.0,2004.0,2004.0,82881.89086206896,0.9866624388028477,8.981205766230413,82969.58959110104,745166.9564573676,3914254.431286428,1017706.1521344713,2015
25,100039,1.0,504.0,2061.0,74.0,0.10989333048780842,0.04799927252755213,90.10846352724741,4.32514069788334,23.52400334774033,6.1162408704124855,2015
26,100040,9.0,1088.0,1952.0,900.8744444444444,0.05498713151960812,0.09345592731268004,908.2254882135811,84.87905521001178,446.87000941711295,116.18620244844938,2015
27,100042,2.0,329.0,2159.0,1538.5,0.01684249049976165,0.009478440893235407,1592.5113882217306,15.094525065063939,82.3830713378237,21.419598547834163,2015
28,100045,1.0,203.0,297.0,76819.31,0.6510496224948523,1.033395986230028,81836.5169334387,84569.52812606127,312279.32693683746,81192.62500357775,2020
29,100046,5.0,410.0,2178.0,2693.1,0.0010422276590973574,0.0010251618291754752,2728.6053934975084,2.797262096295973,15.155464964706598,3.9404208908237157,2015
30,100048,2.0,148.0,1375.0,5467.775,0.01841279201004789,0.014983256142419884,5645.771990624621,84.5920478572285,418.80089312413344,108.8882322122747,2017
31,100049,1.0,6.0,392.0,650.0,0.1863560026082652,0.25870965266747753,703.6434310538493,182.03934764969352,703.3140367926881,182.8616495660989,2019
32,100051,2.0,112.0,526.0,9400.0,0.1887503096779613,0.29800996717835876,9702.075678272777,2891.315254444023,11686.707175848496,3038.543865720609,2019
33,100052,1.0,398.0,2109.0,225.0,0.06974364877699023,0.029875583672408605,250.94835952814478,7.497228712536766,40.9736362065006,10.653145413690156,2015
34,100054,14.0,2055.0,2184.0,2417.4121428571425,0.8907297089520416,2.0065950403297834,2428.782452742462,4873.582823713031,26213.216372657713,6815.4362568910055,2015
35,100055,1.0,169.0,416.0,1175.0,0.45757793145616193,0.6157734809017906,1262.8549899973668,777.6326130648746,3035.7882958471287,789.3049569202535,2019
36,100056,1.0,22.0,1197.0,500.0,0.025052297458548384,0.01693880276944447,543.86869992713,9.212484640539833,44.570137055510365,11.588235634432696,2017
37,100057,1.0,49.0,1512.0,800.0,0.01861007999509795,0.01048650893593549,863.4181621805686,9.054242273155532,46.08968766410448,11.983318792667166,2016
38,100058,4.0,628.0,1645.0,3455.575,0.06938225957014527,0.07374267643342977,3511.9374540610916,258.9796673292702,1323.3149007605077,344.06187419773204,2016
39,100060,2.0,797.0,1773.0,295.0,0.25365608275336987,0.16829618071542077,309.77359076851224,52.13371221284233,272.825733070298,70.93469059827748,2016
40,100061,1.0,1076.0,1891.0,170.0,0.4430617487390293,0.2079989568997595,192.36429144834773,40.011571966017655,213.70117807138578,55.56230629856031,2015
41,100063,7.0,387.0,2124.0,512.7142857142857,9.12241876452976e-05,0.00011805127441802845,518.7618151144655,0.06124049339367231,0.3290284399255373,0.0855473943806397,2015
42,100064,2.0,224.0,1365.0,620.0,0.036360892498426584,0.029757793343744798,645.0287449078737,19.194632091743586,94.87715966728109,24.668061513493086,2017
43,100067,4.0,1568.0,1646.0,178331.8,0.8440980477027256,0.8967049521307968,181104.3588085179,162397.1753960707,829915.6839671722,215778.07783146476,2016
44,100068,2.0,1869.0,2046.0,1467.1100000000001,0.7649670684831796,0.4505161225146951,1518.8687252863183,684.2748487248297,3692.4781150324893,960.0443099084473,2015
45,100069,4.0,1467.0,1888.0,712.5,0.6552687642161044,0.6220415112794124,726.2567178325014,451.761826337355,2378.8511202133045,618.5012912554593,2015
46,100070,7.0,1486.0,1907.0,1440.2857142857142,0.6072450499673767,0.8600670860372355,1454.5114554826996,1250.9774291247836,6566.21378319925,1707.2155836318052,2015
47,100072,12.0,829.0,920.0,2998.6633333333334,0.8462184104580918,3.277550190378659,3014.9169160230967,9881.54151208734,43934.700393262276,11423.022102248193,2018
48,100073,1.0,57.0,563.0,4544.099999999999,0.16246594006543075,0.1841584520815219,4851.501967590899,893.4450926219978,3690.2221798176265,959.4577667525829,2019
49,100075,2.0,190.0,2095.0,403.5,0.006535664007354686,0.0037730113981899603,421.6972345350375,1.5910684724858815,8.628838109420238,2.243497908449262,2015
50,100076,9.0,1564.0,2033.0,2775.017777777778,0.5181023063672616,0.8511363731092007,2795.195648858633,2379.092686700156,12636.570596049682,3285.5083549729175,2015
51,100077,2.0,133.0,1897.0,839.5,0.005411401366970962,0.003395145994881579,871.4549182419963,2.9587166753891676,15.71043091942796,4.0847120390512694,2015
52,100078,5.0,1480.0,1529.0,2561.92,0.8709058375883711,1.1467179700421806,2595.800439782099,2976.6510109415285,14931.231208527668,3882.120114217194,2016
53,100079,1.0,35.0,2178.0,594.96,0.006449333366741698,0.0026881856775751575,645.0167563790852,1.7339248062942414,9.539971150675086,2.4803924991755224,2015
54,100080,2.0,71.0,218.0,18600.5,0.5103444515436449,1.2292924535463194,19192.891203377992,23593.676318048103,82654.25340083521,21490.105884217155,2020
55,100081,2.0,456.0,1543.0,2012.0,0.10514301947531694,0.07809191976126956,2080.9523589447695,162.50556464173954,825.1201839093254,214.5312478164246,2016
56,100082,4.0,1155.0,2054.0,2810.75,0.27240634048412704,0.24100894512278048,2857.0969627370846,688.5859251027648,3692.3533700683865,960.0118762177806,2015
57,100083,5.0,1259.0,2144.0,24422.0,0.2529679179665999,0.252165931321236,24726.665759306015,6235.2226996643185,33669.04110423474,8753.950687101033,2015
58,100084,3.0,512.0,1919.0,953.0,0.03281755160318806,0.025564747088022796,976.4442994283138,24.962551560426444,132.30923765249474,34.40040178964863,2015
59,100085,15.0,1807.0,1816.0,9892.866666666667,0.9503282358369105,2.6542164522746257,9934.089703865353,26367.224330371384,136172.54145255292,35404.86077766376,2016
60,100087,1.0,44.0,976.0,339.0,0.04940149060998637,0.03885863711879083,372.3771551844514,14.470068744640256,66.97397216844577,17.4132327637959,2018
61,100090,9.0,1329.0,2178.0,2153.0,0.10834401554671498,0.1679413666049528,2168.9207182374894,364.2515094785997,1963.6833056141984,510.5576594596916,2015
62,100092,5.0,454.0,555.0,3453.54,0.7653121288808202,2.055626271425214,3498.46512061556,7191.536811602125,29021.710697714156,7545.644781405681,2019
63,100095,6.0,1173.0,2155.0,866.8333333333334,0.13007353711982442,0.1476886619073672,877.5470907765547,129.60375559749227,699.4266955698828,181.85094084816953,2015
64,100098,2.0,21.0,581.0,4349.5,0.05544770782736814,0.08249724189248415,4492.2105829471,370.5949830933642,1527.2870808030966,397.0946410088051,2019
65,100099,2.0,792.0,1352.0,1213.5,0.4538038336499023,0.3741789091488527,1257.2562340823692,470.43876618953556,2320.4495513611832,603.3168833539077,2017
66,100103,2.0,273.0,1990.0,395.5,0.015123104841167544,0.009116613124869883,413.4447999716071,3.7692162898303567,20.2197992133327,5.257147795466502,2015
67,100105,3.0,602.0,2165.0,379.47,0.03337506221103208,0.023491939771727494,390.97497888005296,9.184760656102632,49.952229537792306,12.987579679826,2015
68,100106,3.0,553.0,2102.0,4766.39,0.02859759578358819,0.02063882293200064,4869.218613388407,100.49494077892501,543.139203218883,141.21619283690958,2015
69,100111,1.0,49.0,1808.0,2085.0,0.011914047673210791,0.005805233544828518,2232.155025499463,12.958181231287039,68.55125031385431,17.82332508160212,2016
70,100112,1.0,1779.0,1906.0,1550.0,0.7291674856116793,0.3400685047611751,1662.291817814165,565.2930929607987,3024.287473527543,786.3147431171612,2015
71,100114,1.0,792.0,2075.0,297.0,0.23678647100727732,0.10283431865325522,327.64023046897,33.69265986367204,183.51115582948114,47.7129005156651,2015
72,100115,20.0,2067.0,2144.0,5258.736500000001,0.9291594810767886,2.92602198439046,5275.403274415003,15435.945957463715,82545.42663415152,21461.810924879395,2015
73,100120,5.0,1068.0,1876.0,1519.8,0.23224366744326827,0.25890809362391703,1540.771484408548,398.91820773831,2092.9499554222207,544.1669884097774,2015
74,100121,10.0,1666.0,2107.0,893.5799999999999,0.5508741407598089,0.9583781145564493,900.1465136768302,862.6807186021616,4614.149181630023,1199.678787223806,2015
75,100123,4.0,1006.0,2134.0,1029.25,0.13647235684023132,0.11691193286475439,1047.9265129348614,122.51511412743669,662.3386118281734,172.20803907532508,2015
76,100128,1.0,700.0,1746.0,2150.0,0.27014825315622476,0.13546995869628,2301.3907423210417,311.7693088062327,1637.0553720943394,425.63439674452826,2016
77,100130,12.0,1021.0,2107.0,45043.0625,0.0032093883242370084,0.006518109278334246,45274.764548345694,295.10586287697043,1576.4814205460548,409.88516934197423,2015
78,100131,3.0,447.0,2044.0,2145.6666666666665,0.016407486501029755,0.012123858706310244,2193.939012824112,26.599006601741312,142.9037143681145,37.154965735709766,2015
79,100133,2.0,84.0,2165.0,2205.42,0.002023388630175976,0.0011360217581830696,2280.475595602109,2.5906698956094907,14.147640227975884,3.67838645927373,2015
80,100135,3.0,427.0,2143.0,3376.2666666666664,0.01162487628209378,0.008253652305522425,3450.1567274452996,28.476394027892603,154.5370861003076,40.179642386079976,2015
81,100136,2.0,1310.0,2186.0,3971.5,0.4379598219269169,0.24388166689792262,4102.283049825012,1000.4716282784177,5474.660532747044,1423.4117385142315,2015
82,100137,1.0,426.0,2177.0,3160.0,0.07235219620902582,0.03016934235421748,3377.2072652409515,101.88812218620482,560.5300715656357,145.7378186070653,2015
83,100139,2.0,1519.0,2177.0,2182.0,0.5638031503501144,0.3150616655227545,2256.3165934176664,710.8788638687977,3886.618232623696,1010.5207404821609,2015
84,100140,4.0,604.0,2124.0,1772.875,0.0164608317496103,0.014157663616353752,1803.1015764960055,25.527705586147587,137.8692733367156,35.84601106754606,2015
85,100142,6.0,940.0,1248.0,2677.5,0.6054885981026527,1.0687303209328558,2706.86616677264,2892.909947137213,13845.112152044429,3599.7291595315514,2017
86,100143,1.0,902.0,1086.0,1099.0,0.6761895557163272,0.4918774384281122,1181.9024595598291,581.3511542801742,2753.6638441860528,715.9525994883737,2018
87,100144,3.0,387.0,1934.0,525.6666666666666,0.013508963844010628,0.010455383021941433,540.215058910311,5.648155355127956,29.987182148975666,7.796667358733673,2015
88,100145,1.0,56.0,1746.0,850.0,0.01388838237574863,0.0069645410059815446,916.676405889475,6.384230418033031,33.52266694418161,8.715893405487218,2016
89,100146,1.0,440.0,1871.0,916.62,0.10923875497313497,0.05173847297633194,987.6376898072219,51.09886592449786,272.3024588479596,70.7986393004695,2015
90,100148,18.0,1873.0,1939.0,6609.583333333333,0.9297765656301095,2.89511667826882,6632.715188541347,19202.484364552973,100513.01327113078,26133.383450494002,2015
91,100150,3.0,134.0,1711.0,1749.3333333333333,0.0019880449978780033,0.001702343701166007,1789.355107226682,3.046097395936567,15.74867580966458,4.094655710512791,2016
92,100153,27.0,1768.0,2142.0,1964.7037037037037,0.20875600949247883,0.8677247304310103,1969.558883893571,1709.0349515945504,9126.613359348059,2372.9194734304956,2015
93,100154,1.0,8.0,1907.0,498.0,0.006857135257923733,0.003196627148348493,541.7383701787738,1.731735581415534,9.265722310809766,2.409087800810539,2015
94,100155,6.0,1783.0,1877.0,676.1666666666666,0.8682895203413245,1.1068201594533624,684.9162896959654,758.0791569734938,3970.829262541367,1032.4156082607553,2015
95,100156,4.0,1428.0,2026.0,2780.25,0.5342445358282605,0.4781516262187063,2826.1232334533534,1351.3154199701896,7224.758781920308,1878.4372832992801,2015
96,100158,4.0,796.0,1120.0,4060.2749999999996,0.5860211848266375,0.8402079654217464,4126.029719565107,3466.7230359454575,16270.6308999877,4230.364033996802,2017
97,100159,1.0,350.0,1094.0,4008.0,0.236244324484448,0.17091549376780402,4280.467078544005,731.5981442861781,3470.8609429894377,902.4238451772538,2018
98,100160,1.0,42.0,906.0,52675.0,0.05702384893425322,0.04730402725709971,56118.84601017098,2654.6474213021093,12092.058455615159,3143.9351984599416,2018
99,100162,1.0,1431.0,2155.0,3225.0,0.5307000374408501,0.2232098230889995,3446.4429820625296,769.2799283125012,4223.206569731008,1098.0337081300622,2015
100,100165,9.0,1370.0,2185.0,877.1111111111111,0.13466677958609652,0.2081764555782917,884.2995162135054,184.09033895492564,993.1159460562735,258.21014597463113,2015
101,100166,7.0,1805.0,2116.0,1544.7142857142858,0.7526682871345538,0.9771211776748671,1559.8607527426998,1524.1729757287515,8182.328968500279,2127.4055318100727,2015
102,100167,23.0,1783.0,2162.0,15107.684782608696,0.30399420062674953,1.080486410755581,15148.439134443888,16367.682628924656,87635.1906736722,22785.149575154774,2015
103,100168,1.0,400.0,409.0,1215.0,0.7554119729757889,1.0257389044093612,1305.461584964492,1339.0627359099863,5211.930305978534,1355.101879554419,2019
104,100169,1.0,39.0,1928.0,1280.0,0.00918925315330863,0.004244844188034359,1374.6973017860703,5.835375851793116,31.294962087295385,8.1366901426968,2015
105,100170,2.0,101.0,1949.0,1076.75,0.0035285397697054975,0.002164480045994041,1116.19118076373,2.4159735382776213,12.902971132725225,3.3547724945085586,2015
106,100172,2.0,93.0,1879.0,269.0,0.003664561772125779,0.002317458181718841,282.9531784373633,0.6557321584130188,3.474747176202612,0.9034342658126792,2015
107,100173,2.0,294.0,2173.0,672.5,0.012980608573919432,0.007265103628463721,699.185346730386,5.079653999499592,27.761482692544377,7.2179855000615385,2015
108,100174,1.0,230.0,282.0,1999.0,0.7049037817271022,1.1448573767517785,2140.5508463201445,2450.62542672188,8978.534139934403,2334.4188763829447,2020
109,100175,6.0,959.0,2033.0,436.8333333333333,0.05876856765615646,0.07008786134744087,443.11748694095996,31.05715698534444,165.5193587868634,43.035033284584486,2015
110,100176,1.0,100.0,1760.0,667.0,0.019868467601704014,0.00989818131506787,721.7512339148775,7.14402457766342,37.57646325705403,9.769880446834048,2016
111,100178,4.0,1736.0,1911.0,2448.5,0.8081899288519564,0.7595294638056703,2489.220456736043,1890.6362787988326,9981.696424621563,2595.2410704016065,2015
112,100181,4.0,1764.0,2144.0,1460.5,0.7142319176020432,0.6094450972453284,1485.8747343646726,905.5590719792543,4900.4903422126845,1274.127488975298,2015
113,100182,6.0,315.0,2065.0,769.3333333333334,0.00014206131280593027,0.00016721442344483118,779.0427038603443,0.13026717656490983,0.6966006486146862,0.18111616863981841,2015
114,100185,14.0,1406.0,1913.0,4693.46,0.2184812760500173,0.5500431067500965,4714.820000736597,2593.3542409726497,13552.813033286648,3523.7313886545285,2015
115,100186,2.0,1025.0,1179.0,2046.75,0.7405331716082846,0.6783209454500277,2116.7988715796705,1435.869011897474,6872.573168893398,1786.8690239122836,2017
116,100187,1.0,104.0,562.0,2300.0,0.22642269546471594,0.25692988993819765,2461.165473447761,632.3469742126254,2610.8952613758674,678.8327679577255,2019
117,100188,3.0,295.0,1654.0,655.6666666666666,0.012416421758390373,0.010929310608105165,672.921302125616,7.354565925741435,37.74364669188768,9.813348139890797,2016
118,100189,2.0,110.0,2093.0,1089.0,0.003035836881340346,0.0017539907582357311,1128.8277211889829,1.9799533906057765,10.735709540013243,2.7912844804034433,2015
119,100190,2.0,29.0,1928.0,2728.0,0.0015216103527265,0.0009418659966032452,2819.5452523717936,2.655633799093108,14.150121791041249,3.679031665670725,2015
120,100192,1.0,264.0,1779.0,1275.0,0.05622474015675728,0.027763913329323153,1369.3714774151797,38.019111014602245,200.4346525629541,52.11300966636807,2016
121,100193,1.0,7.0,647.0,1721.92,0.08074176300948135,0.08397399689783208,1845.414962982869,154.96687037673635,657.9983868137584,171.0795805715772,2019
122,100195,2.0,175.0,247.0,8370.0,0.708737673600678,1.626159143849506,8639.57472823111,14049.32344328413,50053.66518244363,13013.952947435344,2020
123,100196,7.0,1422.0,2045.0,2781.6428571428573,0.3893819468347479,0.5202387049297011,2807.695076033683,1460.6716501932622,7783.984737156982,2023.8360316608155,2015
124,100205,4.0,799.0,2004.0,1632.75,0.07081710315583795,0.06396477724249464,1660.8001399096813,106.2327109936267,566.6385347126017,147.32601902527642,2015
125,100206,3.0,731.0,1854.0,271.6666666666667,0.11921369362070193,0.0955623350561196,280.927476012715,26.84608558919707,141.23832525681885,36.721964566772904,2015
126,100207,1.0,15.0,1515.0,1050.0,0.013196640901383087,0.007424339707290298,1129.7093807251008,8.387346213015698,42.71327483400631,11.105451456841642,2016
127,100208,2.0,379.0,1774.0,18350.0,0.04461891053275951,0.029590110116666096,18934.486846110576,560.2735507789777,2932.37628968488,762.4178353180688,2016
128,100209,2.0,37.0,1038.0,1747.5,0.013067833132276416,0.013160499317704168,1808.1062411913508,23.79558095353542,110.76183226168925,28.798076388039206,2018
129,100210,2.0,686.0,1248.0,4570.155,0.4155315887635126,0.36449548708495927,4719.828201521318,1720.3560792708402,8337.743028445064,2167.813187395717,2017
130,100211,29.0,2131.0,2141.0,7758.063448275862,0.9709058566089628,4.316213437102796,7774.830550364441,33557.82809268033,179144.517320592,46577.57450335392,2015
131,100213,16.0,1679.0,2134.0,2296.25,0.331824303715573,0.8579038530170078,2305.7285074375695,1978.0933705418454,10578.72071073219,2750.4673847903696,2015
132,100214,6.0,1356.0,1527.0,4746.833333333333,0.8091331692996444,1.219927323720394,4797.516539339595,5852.621512340878,29294.920645613638,7616.679367859546,2016
133,100215,12.0,1611.0,1871.0,2049.608333333333,0.7332134229396394,1.6444388089647177,2060.9986655634443,3389.186190877023,17642.64859517607,4587.088634745778,2015
134,100216,2.0,457.0,1949.0,601.5,0.050476889325928025,0.03096357894782627,625.9449899799408,19.381497114240222,103.51061127611638,26.912758931790258,2015
135,100217,3.0,958.0,2044.0,1954.0,0.1968956079933779,0.14549056804373695,1998.2823721861625,290.73123744115094,1561.959600042309,406.1094960110003,2015
136,100219,3.0,1156.0,2185.0,763.0,0.27784665109984413,0.19404879563901184,782.4890208828679,151.8410521030701,827.4096012447147,215.12649632362584,2015
137,100220,5.0,1543.0,1952.0,2508.4,0.6645377433463663,0.7167737541180832,2541.6174765037895,1821.7647001657504,9640.718941900092,2506.586924894024,2015
138,100221,6.0,1309.0,1760.0,1311.1666666666667,0.559012228289961,0.7513856004647688,1326.457681406669,996.681201434855,5147.650730140855,1338.3891898366223,2016
139,100222,1.0,35.0,661.0,3548.0,0.10132054018282963,0.1039488162639598,3790.491236422065,394.017077084987,1680.2904177410392,436.8755086126702,2019
140,100223,4.0,567.0,751.0,90990.6125,0.6776396142984048,1.2882731255941073,92406.57858082477,119044.91181377662,512377.79948041926,133218.22786490901,2018
141,100224,4.0,903.0,1690.0,444.5,0.24386316166754124,0.25357094807387526,454.0941129787288,115.14507474278169,591.8538265907744,153.88199491360135,2016
142,100225,2.0,34.0,561.0,12368.94,0.07167558818054107,0.10892431470959585,12764.698562366673,1390.3860433803532,5690.652346685154,1479.5696101381402,2019
143,100226,4.0,386.0,547.0,3221.9275,0.6487043428843878,1.505413498713954,3274.6609159358236,4929.718746560789,19892.91100558493,5172.156861452082,2019
144,100229,8.0,971.0,1940.0,4725.0,0.03569607788097706,0.05541163548703703,4762.746508498848,263.9115734460965,1388.8629208619702,361.10435942411226,2015
145,100230,1.0,210.0,1557.0,4843.0,0.05717950765397944,0.031471148535493154,5169.879748482742,162.70205347513837,833.4967743345718,216.70916132698866,2016
146,100231,3.0,138.0,1246.0,41599.666666666664,0.00783967834676998,0.00862846342073597,42469.26301141369,366.4444823995982,1766.8585589503425,459.38322532708906,2017
147,100232,7.0,1177.0,2185.0,3601.4285714285716,0.08435527941567549,0.10657661992839496,3634.70867702754,387.37496522200337,2093.9268863087914,544.4209904402858,2015
148,100233,6.0,1078.0,2164.0,600.3333333333334,0.07765769110836583,0.08786366883134163,608.301766538913,53.44762496469514,288.69551015699494,75.06083264081869,2015
149,100234,14.0,1356.0,2164.0,2556.8571428571427,0.029209769682636312,0.06631716913666741,2568.839484003749,170.35816254562604,914.4800568261749,237.76481477480547,2015
150,100235,3.0,656.0,2149.0,1045.8333333333333,0.045953033620076314,0.03254940369435308,1071.2101679807813,34.867252199102225,189.33143734286034,49.22617370914369,2015
151,100236,1.0,15.0,876.0,298.0,0.04716744424806988,0.040065822213924206,328.70539534314815,13.169851930576243,59.559562601938694,15.48548627650406,2018
152,100238,9.0,1026.0,2082.0,952.2222222222222,0.018264419882982084,0.02941018205617616,959.9246953973609,28.23156005185583,150.72685813974664,39.18898311633413,2015
153,100240,7.0,1055.0,1940.0,1802.142857142857,0.09669845805653174,0.13501798458627756,1819.5590204068853,245.67319177111915,1294.3315302969793,336.5261978772146,2015
154,100241,1.0,252.0,1428.0,13065.9,0.08827173173130153,0.05205163953233259,13928.623992362072,725.0077152318298,3645.0517767127126,947.7134619453053,2017
155,100243,3.0,1447.0,1917.0,2023.3333333333333,0.6317998298040967,0.49259712551825613,2069.059035234325,1019.2125332840048,5400.928386289213,1404.2413804351957,2015
156,100246,3.0,1100.0,1471.0,700.0,0.6339919859476274,0.613105628619159,718.1775337862201,440.31868831215775,2202.282679875528,572.5934967676374,2016
157,100247,15.0,1080.0,1438.0,24006.771333333334,0.27092242592358806,0.9130712578316894,24105.79433317606,22010.30795282508,107920.17873728726,28059.24647169469,2017
158,100249,10.0,1529.0,1746.0,13221.7,0.785658867068952,1.597762297274419,13304.151991678771,21256.87244951271,109121.3835434267,28371.55972129094,2016
159,100251,3.0,772.0,920.0,1633.1333333333332,0.7461209348508598,1.0269377440150713,1670.7361421373093,1715.742004650932,7740.3143767898655,2012.481737965365,2018
160,100252,17.0,2121.0,2123.0,1489.9641176470589,0.9578286630938345,2.625779686053379,1495.9709769086287,3928.0902020921058,20977.218100963062,5454.0767062503965,2015
161,100253,10.0,1358.0,1564.0,1964.0,0.7746562746522733,1.7221408711105384,1977.155461007229,3404.9402279399474,17057.82283121358,4435.033936115531,2016
162,100254,14.0,1818.0,2058.0,4417.025,0.7720548051031154,1.8286762372986802,4437.171713335013,8114.15047298961,43085.848810427335,11202.320690711107,2015
163,100255,7.0,1944.0,2184.0,4612.571428571428,0.8089150326330395,1.0224009637905442,4654.766578540917,4759.037836120247,25722.1111630842,6687.748902401892,2015
164,100256,10.0,1089.0,2072.0,1088.3200000000002,0.020395286316546114,0.035986644379255396,1096.085231566184,39.44442943772606,210.21085415215538,54.6548220795604,2015
165,100259,3.0,1856.0,1970.0,5165.0,0.814730636608403,0.620932010086825,5276.126579604197,3276.1158825461584,17462.617398248374,4540.280523544578,2015
166,100260,9.0,1483.0,2141.0,6165.222222222223,0.28330807296387894,0.4455654861228413,6208.60299683072,2766.3392124266093,14858.572470675022,3863.228842375506,2015
167,100261,2.0,561.0,906.0,26562.5,0.5281528055289977,0.586555806527859,27406.126702632133,16075.222751867084,72650.64374185851,18889.167372883214,2018
168,100264,2.0,647.0,1858.0,3074.0,0.13670788818777985,0.08726357469678313,3176.46304724016,277.1895203944131,1465.29607787677,380.97698024796017,2015
169,100266,1.0,923.0,1822.0,8994.0,0.3799054429719861,0.18393604239766237,9591.379141196152,1764.20032036711,9348.329733135799,2430.565730615308,2016
170,100267,7.0,1428.0,1773.0,1477.857142857143,0.6691272146242474,1.006447313106069,1492.414143826585,1502.0362050957608,7759.285068798338,2017.414117887568,2016
171,100268,3.0,903.0,1968.0,771.6666666666666,0.18716757446062385,0.14276753652143326,791.3361037638882,112.97710609483961,602.06842806098,156.5377912958548,2015
172,100269,2.0,513.0,1389.0,9600.0,0.18417480918554321,0.14868564642600654,9908.386542358538,1473.234858089323,7309.977474564511,1900.5941433867729,2017
173,100270,1.0,508.0,1564.0,45885.0,0.2025796124892729,0.11109667677449679,48886.376514501484,5431.1139703079225,27849.754608083553,7240.936198101724,2016
174,100271,15.0,1183.0,2173.0,17763.666666666668,0.0029290342770364477,0.00704218237842583,17837.122594530483,125.6122704170238,674.6296721759162,175.40371476573821,2015
175,100272,1.0,39.0,749.0,695.0,0.08235988685499027,0.07786907602074929,751.5758503918651,58.52451702952343,256.07764845529505,66.58018859837671,2018
176,100275,23.0,1896.0,2162.0,2286.4347826086955,0.6260416210176896,2.2251393700353614,2292.994655862138,5102.232684039529,27318.169851184557,7102.724161307985,2015
